record_type,event_id,record_id,evidence_ids,independent_source_count,independent_sources,missing_evidence_ids,confidence_route,required_action
tuple,E042,LLM_E042_002,ev-01034;ev-01053;ev-01054,3,finance.sina.com.cn;ithome.com;toutiao.com,,silver_candidate,standard_review
tuple,E042,LLM_E042_003,ev-01032;ev-01043;ev-01044,2,gz.gov.cn;toutiao.com,,silver_candidate,standard_review
tuple,E042,LLM_E042_004,ev-01033,1,news.china.com,,low_confidence,human_review_required
tuple,E042,LLM_E042_005,ev-01043;ev-01044,1,gz.gov.cn,,low_confidence,human_review_required
tuple,E042,LLM_E042_006,ev-01041;ev-01045,1,scjgj.gz.gov.cn,,low_confidence,human_review_required
tuple,E043,LLM_E043_001,ev-01069;ev-01072;ev-01091,2,cgw.wuhan.gov.cn;news.qq.com,,silver_candidate,standard_review
tuple,E043,LLM_E043_002,ev-01091;ev-01069;ev-01072,2,cgw.wuhan.gov.cn;news.qq.com,,silver_candidate,standard_review
tuple,E043,LLM_E043_003,ev-01088,1,jtj.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E043,LLM_E043_004,ev-01074;ev-01076,2,finance.sina.com.cn;news.china.com,,silver_candidate,standard_review
tuple,E043,LLM_E043_005,ev-01075;ev-01077,2,nbd.com.cn;news.cjn.cn,,silver_candidate,standard_review
tuple,E043,LLM_E043_006,ev-01068;ev-01092;ev-01093,3,news.hbtv.com.cn;news.iqilu.com;sohu.com,,silver_candidate,standard_review
tuple,E044,LLM_E044_001,ev-01117;ev-02036,2,hlj.gov.cn;mdj.gov.cn,,silver_candidate,standard_review
tuple,E044,LLM_E044_002,ev-01118;ev-02045,2,heilongjiang.big5.dbw.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E044,LLM_E044_003,ev-01118;ev-01117,2,hlj.gov.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E044,LLM_E044_004,ev-01120;ev-01123,2,nmgtl.wenming.cn;yangtse.com,,silver_candidate,standard_review
tuple,E044,LLM_E044_005,ev-01117;ev-02031,2,gaoyou.yangzhou.gov.cn;hlj.gov.cn,,silver_candidate,standard_review
tuple,E044,LLM_E044_006,ev-01126;ev-02042,2,mlkx.net;taodocs.com,,silver_candidate,standard_review
tuple,E045,LLM_E045_001,ev-02051;ev-01139,1,cgw.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_002,ev-02051;ev-01139,1,cgw.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_003,ev-02051;ev-01139,1,cgw.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_004,ev-02053,1,jtj.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_005,ev-01137;ev-01138;ev-01140,3,sohu.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E045,LLM_E045_006,ev-02053;ev-02062;ev-02051,3,cgw.wuhan.gov.cn;chinaz.com;jtj.wuhan.gov.cn,,silver_candidate,standard_review
tuple,E046,LLM_E046_001,ev-01159,1,finance.eastmoney.com,,low_confidence,human_review_required
tuple,E046,LLM_E046_002,ev-01159,1,finance.eastmoney.com,,low_confidence,human_review_required
tuple,E046,LLM_E046_003,ev-01157;ev-02077;ev-02078,3,163.com;bbthy.net;tech.huanqiu.com,,silver_candidate,standard_review
tuple,E046,LLM_E046_004,ev-01160;ev-01161,2,finance.people.com.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E046,LLM_E046_005,ev-02080;ev-02081;ev-02078,3,bbthy.net;chu.edu.cn;gov.cn,,silver_candidate,standard_review
tuple,E046,LLM_E046_006,ev-01159;ev-01158;ev-01163,3,cnstock.com;finance.eastmoney.com;ithome.com,,silver_candidate,standard_review
tuple,E047,LLM_E047_001,ev-01177;ev-01180;ev-01181,3,new.qq.com;toutiao.com;yicai.com,,silver_candidate,standard_review
tuple,E047,LLM_E047_002,ev-01183,1,henan.gov.cn,,low_confidence,human_review_required
tuple,E047,LLM_E047_003,ev-02091;ev-02092;ev-02101,3,gov.cn;news.china.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E047,LLM_E047_004,ev-02102;ev-02103;ev-02104;ev-02105,4,c.m.163.com;m.163.com;m.thepaper.cn;sohu.com,,silver_candidate,standard_review
tuple,E047,LLM_E047_005,ev-01177;ev-01181;ev-01180,3,new.qq.com;toutiao.com;yicai.com,,silver_candidate,standard_review
tuple,E047,LLM_E047_006,ev-01177;ev-01178;ev-01183;ev-02093,4,3g.china.com;henan.gov.cn;news.qq.com;toutiao.com,,silver_candidate,standard_review
tuple,E048,LLM_E048_001,ev-01198;ev-01199;ev-01200;ev-01201,4,new.qq.com;partners.sina.cn;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E048,LLM_E048_002,ev-01198;ev-01200;ev-01206,3,m.thepaper.cn;new.qq.com;partners.sina.cn,,silver_candidate,standard_review
tuple,E048,LLM_E048_003,ev-01198;ev-01199;ev-01201,3,new.qq.com;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E048,LLM_E048_004,ev-01198;ev-01201,2,new.qq.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E048,LLM_E048_005,ev-01203,1,js12377.cn,,low_confidence,human_review_required
tuple,E048,LLM_E048_006,ev-01203;ev-02125,2,js12377.cn;secrss.com,,silver_candidate,standard_review
tuple,E050,LLM_E050_001,ev-01239;ev-01243;ev-01242,3,ping-jia.net;taibo.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E050,LLM_E050_002,ev-01239;ev-02131,2,ashea.com.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E050,LLM_E050_003,ev-02136;ev-01246;ev-01239,3,67848.cn;hebtv.com;thepaper.cn,,silver_candidate,standard_review
tuple,E050,LLM_E050_004,ev-02131;ev-01237;ev-02136,3,ashea.com.cn;chinaz.com;hebtv.com,,silver_candidate,standard_review
tuple,E050,LLM_E050_005,ev-02134;ev-02135;ev-02137,2,m.jixuanw.com;toutiao.com,,silver_candidate,standard_review
tuple,E050,LLM_E050_006,ev-01241;ev-01238;ev-01237,3,chinaz.com;opinion.gxnews.com.cn;zhihu.com,,silver_candidate,standard_review
