event_id,tuple_id,stakeholder,opinion,sentiment,rationale,event_chain,evidence_ids,evidence_texts,evidence_source_types,evidence_urls,evidence_titles,evidence_dates,independent_source_count,confidence_route,required_action,adjudication_priority_score,priority_bucket,priority_reason,review_decision,revised_stakeholder,revised_opinion,revised_sentiment,revised_rationale,revised_evidence_ids,reviewer_note,reviewer_id,adjudication_status,annotator_id
E014,LLM_E014_003,公共社交媒体发帖者,将该事件视为严重校园霸凌，认为其残酷并触动社会敏感神经，引发广泛关注和担忧。,negative,社交平台文本称事件如“黑色风暴”席卷网络、暴露校园暴力残酷，并称在网上引起轩然大波、触动无数人神经。,,ev-00300;ev-00320;ev-00323,"4月18日,发生在广西南宁三中初中部五象校区的一起校园欺凌事件,如同一场黑色风暴,迅速席卷了网络,触动了社会的敏感神经。事件的主人公是一名无辜的女生,她的遭遇,不仅暴露了校园暴力的残酷,更折射出当前社 ||| 近日,广西南宁三中初中部五象校区的一则校园霸凌事件在网上引起轩然大波,触动了无数人的神经。这是怎么一回事呢? ||| 信息源:本文陈述所有内容皆有可靠信息来源赘述在文章结尾校园霸凌,这个让人心痛的话题,总是不时地出现在我们的视线中。在广西南宁五象校区三中初中部,一名初中女孩被同学霸凌,施暴者更是展现了与年龄完全不符的",social_media ||| social_media ||| social_media,https://www.toutiao.com/article/7364311323125334580/ ||| https://www.toutiao.com/article/7363605978396508672/ ||| https://www.toutiao.com/article/7363681928232305186/,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E014,LLM_E014_004,南宁三中初中部五象校区涉事两名学生,以归还手机为由将另一名学生带至校外附近公园，为后续欺凌创造条件。,negative,多条证据描述两名学生在放学后以还手机为借口，引导或带另一名学生到附近公园。,,ev-00301;ev-00306;ev-00307,"河北邯郸霸凌事件未过,南宁三中初中部五象校区又发生恶性霸凌事件。据央视新闻报道,4月18日下午放学后,南宁三中初中部五象校区的两名学生以归还手机为由,带另一名学生至附近一公园,协同多名外校学生对该学生 ||| 南宁三中的校园内,阳光透过繁茂的树叶,洒在两个学生的脸上。他们以归还手机为由,诱导一名无辜的学生跟随他们走出校门,走向了附近的一个公园。 ||| 视频加载中... 第二章:校园外的暴行 经过记者的深入采访和核实,确认视频所记录的是4月18日南宁三中初中部五象校区的一名学生在校园外遭受的欺凌情况。那天下午放学后,两名学生以还手机为借口,引导一名同",social_media ||| social_media ||| social_media,https://www.toutiao.com/article/7363503429732074024/ ||| https://www.toutiao.com/article/7363511261164503578/ ||| https://www.toutiao.com/article/7363839141966135859/,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E019,LLM_E019_003,黑猫投诉平台上的美吉姆消费者,投诉美吉姆存在退款问题、霸王条款等，要求退款或解除合约。,negative,两条投诉记录均涉及退款问题，其中一条还列出诱导消费、虚假宣传、霸王条款、费用和发票问题并要求退款，另一条要求退款和解除合约。,,ev-01677;ev-01678,"投诉编号: 17357455739 投诉问题: 退款问题,诱导消费,虚假宣传,霸王条款,费用问题,发票问题 投诉要求: 退款 涉诉金额: 24800元 投诉进度: 已回复 0 0 0 微博 微信 QQ ||| 投诉编号: 17371203660 投诉问题: 退款问题,霸王条款 投诉要求: 退款,解除合约 涉诉金额: 7670元 投诉进度: 投诉已完成 1 1 0 微博 微信 QQ QQ空间 黑猫消费者服务平",social_media ||| social_media,https://tousu.sina.cn/complaint/view/17357455739 ||| https://tousu.sina.cn/complaint/view/17371203660/,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E019,LLM_E019_006,爆料网友和收到闭店信息的家长,质疑北京美吉姆线下多家门店突然关闭甚至“跑路”，并不满门店缺乏正式沟通。,negative,网友爆称北京美吉姆早教机构要跑路，多家线下门店已关闭；另有内容称不少网友爆料多家门店突然关闭，家长纷纷收到闭店信息。,,ev-00460;ev-01682,"近期 有网友爆称 北京美吉姆早教机构要跑路 线下多家门店已关闭 北京西直门 望京凯德 姚家园万象汇 周二一大早收到姚家园万象汇美吉姆闭店消息,准确的说,是看到排课的朋友圈,甚至连一句沟通都没有。有没有 ||| 各位亲:近日,不少网友爆料:美吉姆早教机构多家线下门店突然关闭,家长们纷纷收到闭店信息。昌平悦荟中心店、龙德广场店:西直门中心:美吉姆田村京粮广场店:清河万象汇店已显示暂停营业:美吉姆姚家园万象汇分店",social_media ||| social_media,https://www.163.com/dy/article/INA95DAD0552233K.html ||| https://www.163.com/dy/article/INKRN4VA0552UKTC.html,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E033,LLM_E033_003,公众社交媒体作者,对佳乐苑“1·24”特别重大火灾造成生命损失表达痛心、震惊和沉重哀悼,negative,头条文章称火灾“震惊人心”“吞噬了无辜的生命”，并称调查报告公布的消息“令人痛心”，反映公众层面的悲痛和担忧。,,ev-00771;ev-00792,"在江西省新余市佳乐苑临街店铺那场震惊人心的“1·24”特别重大火灾事故中,熊熊烈火不仅吞噬了无辜的生命,更在无数人心中留下了难以磨灭的伤痕。那是一段令人扼腕叹息的日子,每一个细节都沉重得让人难以呼吸。 ||| 今天,一则令人痛心的消息传来,江西新余佳乐苑小区发生特别重大火灾事故,调查报告正式公布。这场火灾犹如一记重锤,狠狠地砸在了每一个人的心坎上。火灾,这个可怕的恶魔,总是在不经意间降临,给人们带来无法承受",social_media ||| social_media,https://www.toutiao.com/article/7426212937557115411/ ||| https://www.toutiao.com/article/7417051027507118630/,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E037,LLM_E037_004,社会公众和网络舆论,长峰医院火灾因造成人员伤亡而引发社会广泛关注和反思。,negative,证据称火灾导致人员伤亡并引发社会广泛关注，另有评论称事件对医院和患者造成极大影响、引起社会各界深入反思。,,ev-00898;ev-00906,"然而,昨天(18日)下午开始,在网络上传出,位于北京丰台的长峰医院发生火灾,导致人员伤亡;一时间,引发社会广泛关注。对此,相关部门第一时间介入给予处置。“民声君”今天(19日)午后从“4·18长峰医院 ||| 近日,北京长峰医院发生了一起火灾事件,造成了严重的人员伤亡和财产损失。这起事件对医院和患者造成了极大的影响,引起社会各界的广泛关注和深入反思,更为北京医疗行业敲响了安全的警钟。 首先,我们要感叹勇敢的",social_media ||| social_media,https://www.163.com/dy/article/I2MOIBT50525PDMG.html ||| https://www.163.com/dy/article/I31CSOIV0532JVK3.html,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E039,LLM_E039_006,社会公众和舆论,事故造成严重伤亡后引发社会各界高度关注、震惊，并引发对事故原因的广泛猜测。,negative,证据称事故造成7死27伤，社会各界为之震惊，并对事故原因产生广泛猜测；另有证据称事故引起高度关注。,,ev-00971;ev-00967,"据3月13日7时54分的报告,燕郊镇发生的爆燃事故造成了7人死亡,27人受伤。这一突发事件让社会各界为之震惊,也引发了对于事故原因的广泛猜测。而在今天下午,事故调查组专家刘福来和三河市应急管理局局长纪 ||| 近日,燕郊地区发生了一起严重的爆炸事故,引起了社会各界的高度关注。经过初步调查,有关部门已经初步判定事故原因为燃气泄露。 事故发生在燕郊某居民小区内,当时正值傍晚时分,许多居民正在家中准备晚餐。突然,",social_media ||| social_media,https://www.toutiao.com/article/7346197337393611302/ ||| https://www.toutiao.com/article/7345841029381390875/,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E042,LLM_E042_001,广州市人大常委会,发布《广州市电动自行车管理规定》，将对外卖骑手等电动自行车使用群体实施新的交通安全管理要求。,neutral,证据显示广州市人大常委会发布《规定》，计划于2024年12月30日起实施，主要针对约20万名外卖骑手等群体的电动自行车管理。,,ev-01030;ev-01031,"随着广州外卖骑手数量的激增,交通安全问题日益突出。近日,广州市人大常委会发布了《广州市电动自行车管理规定》(以下简称《规定》),计划于2024年12月30日起实施。这一新规主要针对广州市约20万名外卖 ||| 广州交通新规将于12月30日正式实施,带来了诸多新的规定,包括限制电动车在非机动车道的最高时速不得超过15公里、禁止手持通讯工具以及对频繁违法的骑手进行派单管控。这样一系列新规不可避免地引发了社会的广",mainstream_news ||| mainstream_news,https://www.sohu.com/a/833571929_122066678 ||| https://www.sohu.com/a/843118478_122066681,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E042,LLM_E042_005,广州市外卖骑手群体,正在熟悉新规内容，并接受交警关于骑行安全和合规配送的现场宣讲。,neutral,官方证据以“外卖小哥：这段时间一直在熟悉新规内容”为标题，并记录交警进入骑手驿站面对面普及新规。,,ev-01043;ev-01044,"外卖小哥:这段时间一直在熟悉新规内容 “大家骑行时可不可以用手机联系客户,或者边骑边吃早餐?”......近日,广州交警走进越秀区一骑手驿站,以“问答+派发宣传单”的形式,面对面普及《广州市电动自行车 ||| “大家骑行时可不可以用手机联系客户,或者边骑边吃早餐?”......近日,广州交警走进越秀区一骑手驿站,以“问答+派发宣传单”的形式,面对面普及《广州市电动自行车管理规定》的内容,为网约配送人员“划重",official ||| official,https://www.gz.gov.cn/zt/fxbxaqdx/aqxd/content/post_10061533.html ||| https://www.gz.gov.cn/zwfw/zxfw/jtfw/content/post_10061534.html,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E042,LLM_E042_006,广州市人大代表杨旭、刘建国,建议加强外卖配送电动自行车和外卖骑手骑行安全管理，推动相关部门研究办理。,positive,证据显示杨旭代表提出《关于加强外卖配送电动自行车管理的建议》，刘建国代表提出《关于加强外卖骑手骑行安全管理的建议》，市场监管等部门均表示高度重视并组织研究办理。,,ev-01041;ev-01045,"杨旭代表: 您提出的《关于加强外卖配送电动自行车管理的建议》(第20233035号)收悉。我局高度重视,组织市公安局、市商务局、市交通运输局等单位进行认真研究办理,并于7月11日会同相关单位与您座谈交 ||| 刘建国代表: 您提出的《关于加强外卖骑手骑行安全管理的建议》(第20232338号)收悉。我局高度重视,积极组织市公安局、市商务局等单位进行认真研究办理,并于4月6日会同相关单位与您座谈交流。您提出的",official ||| official,https://scjgj.gz.gov.cn/ztzl/rdjyzxtablqk/rdjy/content/post_9411653.html ||| http://scjgj.gz.gov.cn/ztzl/rdjyzxtablqk/rdjy/content/post_8940900.html,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E045,LLM_E045_001,武汉东湖风景区城管执法局,对多次忽视潮汐点位预警、未及时清理车辆并造成通行受阻的共享单车运营企业依法处以2000元罚款,negative,官方信息明确称，因运营企业多次忽视预警、未及时清理车辆造成通行受阻，东湖风景区城管执法局依法罚款2000元。,,ev-02051;ev-01139,"因多次忽视潮汐点位预警、未及时清理车辆造成通行受阻,近日,东湖风景区城管执法局对某共享单车运营企业依法处以2000元罚款。据悉,这是东湖风景区运用“半阈值报警”智慧监管系统精准治理单车乱象的首起典型案 ||| 东湖风景区通过智能平台强化共享单车停放秩序监管 来源: 武汉广播电视台 发布时间: 2025.09.18 因多次忽视潮汐点位预警、未及时清理车辆造成通行受阻,近日,东湖风景区城管执法局对某共享单车运营",official ||| official,https://cgw.wuhan.gov.cn/cgdt/cgw_cgxw/202509/t20250918_2649348.shtml ||| https://cgw.wuhan.gov.cn/zzzq/zzzq_cgxw/202509/t20250918_2649348.shtml,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E045,LLM_E045_002,某共享单车运营企业,在东湖风景区潮汐点位车辆淤积治理中被认定未及时清理车辆、管理不到位,negative,证据指出该企业多次忽视潮汐点位预警，未及时清理车辆，导致通行受阻并受到处罚。,,ev-02051;ev-01139,"因多次忽视潮汐点位预警、未及时清理车辆造成通行受阻,近日,东湖风景区城管执法局对某共享单车运营企业依法处以2000元罚款。据悉,这是东湖风景区运用“半阈值报警”智慧监管系统精准治理单车乱象的首起典型案 ||| 东湖风景区通过智能平台强化共享单车停放秩序监管 来源: 武汉广播电视台 发布时间: 2025.09.18 因多次忽视潮汐点位预警、未及时清理车辆造成通行受阻,近日,东湖风景区城管执法局对某共享单车运营",official ||| official,https://cgw.wuhan.gov.cn/cgdt/cgw_cgxw/202509/t20250918_2649348.shtml ||| https://cgw.wuhan.gov.cn/zzzq/zzzq_cgxw/202509/t20250918_2649348.shtml,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E045,LLM_E045_003,东湖风景区城管部门,通过“半阈值报警”智慧监管系统和智能平台强化共享单车停放秩序监管、精准治理单车乱象,positive,官方报道称该处罚是运用“半阈值报警”智慧监管系统精准治理单车乱象的首起典型案例，并提到通过智能平台强化停放秩序监管。,,ev-02051;ev-01139,"因多次忽视潮汐点位预警、未及时清理车辆造成通行受阻,近日,东湖风景区城管执法局对某共享单车运营企业依法处以2000元罚款。据悉,这是东湖风景区运用“半阈值报警”智慧监管系统精准治理单车乱象的首起典型案 ||| 东湖风景区通过智能平台强化共享单车停放秩序监管 来源: 武汉广播电视台 发布时间: 2025.09.18 因多次忽视潮汐点位预警、未及时清理车辆造成通行受阻,近日,东湖风景区城管执法局对某共享单车运营",official ||| official,https://cgw.wuhan.gov.cn/cgdt/cgw_cgxw/202509/t20250918_2649348.shtml ||| https://cgw.wuhan.gov.cn/zzzq/zzzq_cgxw/202509/t20250918_2649348.shtml,,,1,low_confidence,human_review_required,0.470,medium,low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E044,LLM_E044_006,爱民区老科协铁北街道分会,建议加强市区共享单车管理，规范停放秩序,positive,该分会提交了“关于加强市区共享单车管理的建议”，与规范共享单车停放秩序的治理方向一致。,,ev-01126;ev-02042,"关于加强市区共享单车管理的建议 爱民区老科协铁北街道分会 共享单车已成为市民中短途绿色便捷的新选择,随着各类品牌的共享电动自行车企业入驻牡丹江,城区共享单车的投放数量与日俱增,这些车辆在为市民的中短途 ||| 文档列表 文档介绍 黑龙江省城镇共享单车停放秩序管理办法 (征求意见稿) 第一条(目的依据)为规范我省城镇共享单车停放秩 序,更好保障人民群众绿色低碳便捷出行需要,根据《黑龙 江省城市市容和环境卫生管",public_web ||| public_web,http://www.mlkx.net/show.asp?id=2976 ||| https://www.taodocs.com/p-538046303.html,,,2,silver_candidate,standard_review,0.420,medium,weak_support_label;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E046,LLM_E046_004,手机应用用户和关注个人信息保护的公众,关注生活服务、休闲娱乐、实用工具等APP及SDK是否存在侵害个人信息和用户权益的问题。,negative,证据称监管检查对象包括群众关注的生活服务、休闲娱乐、实用工具等APP及SDK，说明公众关注与用户权益保护相关；但未直接呈现具体用户发言。,,ev-01160;ev-01161,"人民网北京3月21日电 (记者申佳平)据工业和信息化部官方微信公众号“工信微报”消息,近期,工业和信息化部组织第三方检测机构对群众关注的生活服务、休闲娱乐、实用工具等移动互联网应用程序(APP)及第三 ||| 据工业和信息化部官方微信公众号“工信微报”消息,近期,工业和信息化部组织第三方检测机构对群众关注的生活服务、休闲娱乐、实用工具等移动互联网应用程序(APP)及第三方软件开发工具包(SDK)进行检查,发",social_media ||| social_media,http://finance.people.com.cn/n1/2023/0321/c1004-32648518.html ||| https://www.thepaper.cn/newsDetail_forward_22413038,,,2,silver_candidate,standard_review,0.420,medium,weak_support_label;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E048,LLM_E048_006,江苏省委网信办、省公安厅、省市场监督管理局、省通信管理局,针对App违法违规收集使用个人信息问题，依据网络安全和个人信息保护相关规定开展联合治理。,positive,证据显示江苏多部门曾针对群众反映强烈的App个人信息问题依法开展治理，能够反映本事件的监管协同背景，但不是2025年第1批通报的直接证据。,,ev-01203;ev-02125,"近期,针对人民群众反映强烈的App非法获取、超范围收集、过度索权等侵害个人信息的问题,江苏省委网信办、省公安厅、省市场监督管理局、省通信管理局依据《中华人民共和国网络安全法》《App违法违规收集使用个 ||| 公检法 江苏网警 2020-04-23 近日,江苏省委网信办、省公安厅、省市场监督管理局、省通信管理局联合发布公告,在全省范围内组织开展APP违法违规收集使用公民个人信息专项治理。 为深入",public_web ||| public_web,https://js12377.cn/gzdt/1240.jhtml ||| https://www.secrss.com/articles/18923,,,2,silver_candidate,standard_review,0.420,medium,weak_support_label;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E003,LLM_E003_004,罗湖区翠竹街道及相关官方部门,对城市更新项目受阻和过渡安置费拖欠问题进行协调，尝试引入国企盘活项目，但进展较慢。,mixed,证据称官方正在逐步协调解决、试图引入国企盘活项目但进展缓慢；翠竹街道为金钻豪园项目所在街道，且有业主称曾向街道办事处反映问题。,,ev-00059;ev-00061;ev-00062;ev-01438;ev-00065,"深圳的城市更新项目推进遇阻,不少居民面临过渡安置费拖欠问题。资金紧缺、市场低迷成主要原因,开发商放慢了更新步伐,多项目停工。官方正在逐步协调解决,试图引入国企盘活项目,但进展缓慢。 楼市低迷,城市更新 ||| 深圳的城市更新项目推进遇阻,不少居民面临过渡安置费拖欠问题。资金紧缺、市场低迷成主要原因, 开发商 放慢了更新步伐,多项目停工。官方正在逐步协调解决,试图引入国企盘活项目,但进展缓慢。 楼市低迷,城市 ||| 深圳的城市更新项目推进遇阻,不少居民面临过渡安置费拖欠问题。资金紧缺、市场低迷成主要原因, 开发商 放慢了更新步伐,多项目停工。官方正在逐步协调解决,试图引入国企盘活项目,但进展缓慢。 楼市低迷,城市 ||| [深圳市罗湖区] - 小区概况 罗湖区金钻豪园旧改拖欠租金安置费,原本今年4月份就应该收到旧改租金补偿款的我一直没收到这笔费用,其间去开发商办公室和街道办事处去咨询和反应这个问题,但是金钻豪园开发商一 ||| 机构名称: 罗湖区翠竹街道办事处 地址: 深圳市罗湖区翠竹路2028号翠竹大厦1至6楼及19楼 联系方式: 0755-25690181(业务咨询)、0755-25690123(行政办公) 工作时间:",mainstream_news ||| mainstream_news ||| mainstream_news ||| public_web ||| official,https://sz.news.fang.com/open/51083915.html ||| https://m.fang.com/news/bj/03_51083915.html ||| https://m.fang.com/news/sz/03_51083915.html ||| https://xiaoqushuo.com/shenzhen/JHKSCUAIDF ||| https://www.szlh.gov.cn/dzfwdt/zfjg/jdb/content/post_11137418.html,,,4,silver_candidate,standard_review,0.300,medium,weak_support_label,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E004,LLM_E004_004,横沙旧改留守户或未签约房屋业主,其房屋尚未拆除或未签约，并成为拆迁补偿安置争议行政处理申请的对象。,negative,报道提到香秀路旁存在未拆除村民房屋，社区决议申请行政处理改造范围内留守户房屋拆迁补偿安置争议；但证据未直接呈现留守户本人表态。,,ev-00081;ev-00082;ev-00083;ev-00084,"2025-05-21 07:41 横沙城中村改造项目香秀路旁未拆除村民房屋 时代财经摄 广州城市更新正在提速。 近期,横沙社区以投票的方式通过了一项决议。决议内容是向黄埔区政府申请行政处理“改造范 ||| 横沙城中村改造项目香秀路旁未拆除村民房屋 时代财经摄 广州城市更新正在提速。 近期,横沙社区以投票的方式通过了一项决议。决议内容是向黄埔区政府申请行政处理 "" 改造范围内所有留守户房屋拆迁补偿安置争议 ||| 本文来源:时代财经 作者:陈泽旋横沙城中村改造项目香秀路旁未拆除村民房屋 时代财经摄广州城市更新正在提速。近期,横沙社区以投票的方式通过了一项决议。决议内容是向黄埔区政府申请行政处理“改造范围内所有留 ||| 今天早上,事发广州黄埔区横沙村的旧改拆迁现场,可以看到挖机已就位,准备拆迁作业有村民发现,与被拆迁的房屋相邻的还有一间没有签约的房屋,但村民直言,房屋并没做足安全的围蔽处理,怕危及到未签的房屋,“连排",forum ||| forum ||| forum ||| social_media,https://www.sohu.com/a/897175733_237556 ||| https://business.china.com/industrial/13004644/20250522/48366033_all.html ||| https://new.qq.com/rain/a/20250521A01OKA00 ||| https://www.toutiao.com/article/7114580065253638687/,,,4,silver_candidate,standard_review,0.300,medium,weak_support_label,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E023,LLM_E023_004,现场医务人员,现场医务人员在患者检查期间与进入检查室的第三方工程师沟通调试检查设备事宜。,negative,多条报道引述通报称工程师进入检查室是为了与医务人员沟通调试检查设备，但医务人员是否主动允许进入的细节未完整呈现。,,ev-00563;ev-00564;ev-00566;ev-00569,"中新网12月9日电 广东东莞市中医院近日在其微信公众号发布通报称,近日,某患者在东莞市中医院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良 ||| 中新网12月9日电 广东东莞市中医院近日在其微信公众号发布通报称,近日,某患者在东莞市中医院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良 ||| 新京报讯 12月8日,东莞市中医院官微发布情况通报,内容如下: 近日,某患者在我院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良就医感受并 ||| 据东莞市中医院微信公众号消息,东莞市中医院发布情况通报,近日,某患者在该院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良就医感受并引发投诉",social_media ||| social_media ||| mainstream_news ||| social_media,https://www.toutiao.com/article/7446232570959888896/ ||| https://www.chinanews.com.cn/sh/2024/12-09/10333157.shtml ||| https://view.inews.qq.com/a/20241209A01DID00 ||| https://health.ycwb.com/2024-12/09/content_53109229.htm,,,4,silver_candidate,standard_review,0.300,medium,weak_support_label,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E038,LLM_E038_004,现场目击群众,认为或描述爆炸起因可能是一楼煤气罐先爆炸，随后引发二楼天然气管道爆炸。,negative,多条报道引用现场群众或目击者说法，称一楼煤气罐先发生爆炸，又波及二楼天然气管道；其中部分报道也提示该说法尚未获官方证实。,,ev-00916;ev-00938;ev-00939,"中新网银川6月22日电 (记者 李佩珊)6月21日20时40分许,宁夏银川市兴庆区一烧烤店发生燃气爆炸。21时20分许,现场明火已经扑灭。 据现场目击者介绍,烧烤店一楼的煤气罐先发生爆炸,又把二楼的天 ||| 据央视新闻,今天(6月21日)晚上8:30左右,宁夏银川兴庆区一烧烤店发生爆炸,有人员受伤,已经紧急送医救治,目前现场明火已经扑灭。 据现场群众介绍,烧烤店一楼的煤气罐先发生爆炸,又把二楼的天然气管道 ||| 023年6月22日,宁夏银川一家烧烤店发生了一起严重的爆炸事故,导致大量人员伤亡。据现场群众表示,爆炸系一楼煤气罐爆炸引发,随后引爆了二楼的天然气管道,但这一说法尚未得到官方证实。 事发时正值用餐高峰",public_web ||| mainstream_news ||| mainstream_news,https://www.chinanews.com.cn/sh/2023/06-22/10029590.shtml ||| https://news.sina.com.cn/s/2023-06-21/doc-imyyanec7510341.shtml ||| https://www.sohu.com/a/689229814_121737825,,,3,silver_candidate,standard_review,0.300,medium,weak_support_label,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E046,LLM_E046_003,第三方检测机构,参与对APP及SDK违法违规收集使用个人信息等问题的抽查检查，并发现侵害用户权益行为。,neutral,多条证据提到工信部组织第三方检测机构检查或抽查APP、SDK，发现存在侵害用户权益或违法违规收集使用个人信息问题；但部分证据对应批次或数量与本事件不完全一致。,,ev-01157;ev-02077;ev-02078,"工信部对APP、SDK违法违规收集使用个人信息等问题开展治理。近期,经组织第三方检测机构进行抽查,共发现42款APP及SDK存在侵害用户权益行为,现予以通报。详见↓综合自:上海发布、工信部编辑:罗时珎 ||| 通报显示,依据《网络安全法》《电信条例》《电信和互联网用户个人信息保护规定》等法律法规,工业和信息化部近期组织第三方检测机构对手机应用软件进行检查,对发现存在问... ||| 据工信部网站消息,工信部发布关于侵害用户权益行为的APP(SDK)通报:工业和信息化部高度重视用户权益保护工作,依据《个人信息保护法》《网络安全法》《电信条例》《电信和互联网用户个人信息保护规定》等法",social_media ||| public_web ||| public_web,https://www.163.com/dy/article/KD1Q5A5305149R72.html ||| https://tech.huanqiu.com/article/3yFCtcE15No ||| https://www.bbthy.net/news/8099.html,,,3,silver_candidate,standard_review,0.300,medium,weak_support_label,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E046,LLM_E046_005,中央网信办、工业和信息化部、公安部、市场监管总局等监管部门,将APP违法违规收集使用个人信息纳入专项治理和认定规则框架，为此类通报和整改提供监管依据。,neutral,官方证据显示四部门曾发布APP违法违规收集使用个人信息专项治理公告及认定方法，其他证据也提到依据个人信息保护、网络安全等法规开展治理；但这些证据主要是背景依据而非本批次通报全文。,,ev-02080;ev-02081;ev-02078,"标 题: 中央网信办 工业和信息化部 公安部 市场监管总局关于开展App违法违规收集使用个人信息专项治理的公告 发文机关: 中央网信办 工业和信息化部 公安部 市场监管总局 发文字号: 中央网信办公告 ||| 国家互联网信息办公室秘书局 工业和信息化部办公厅 公安部办公厅 国家市场监督管理总局办公厅 关于印发《 App 违法违规收集使用个人信息行为认定方法》的通知 国信办秘字〔 2019 〕 191 号 各 ||| 据工信部网站消息,工信部发布关于侵害用户权益行为的APP(SDK)通报:工业和信息化部高度重视用户权益保护工作,依据《个人信息保护法》《网络安全法》《电信条例》《电信和互联网用户个人信息保护规定》等法",official ||| public_web ||| public_web,http://www.gov.cn/zhengce/zhengceku/2019-11/11/content_5450754.htm ||| https://www.chu.edu.cn/wlaq/2024/0908/c2452a184350/page.htm ||| https://www.bbthy.net/news/8099.html,,,3,silver_candidate,standard_review,0.300,medium,weak_support_label,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E050,LLM_E050_004,乘客,感到打车费用越来越贵，并关注司机端与乘客端价格比例差距过大、定价计算不透明。,negative,证据提到乘客表示打车越来越贵，且司机端和乘客端价格比例相差过大；另有证据指出乘客和司机对抽成比例、计算方式不知情。,,ev-02131;ev-01237;ev-02136,"IT之家5月7日消息 近期,新华社揭露网约车平台高额抽成,网约车市场有个怪现象:乘客表示打车越来越贵,司机却感叹挣钱越来越难... 快报 滴滴官方回应抽成高不透明:少数现象,会改进 中新经纬客户端5月 ||| 近期,有声音显示,滴滴抽成超过30%,质疑其抽成过高;此外,司机端和乘客端价格比例相差过大。对于这些质疑声,滴滴公开表示称,确实存在一部分司机收入占比较低的订单,如顺路单;其中,抽成高于30%的订单占 ||| 近期,有网约车司机和媒体对网约车平台抽成提出质疑,认为一些平台抽成比例过高,且司机和乘客对每一单的抽成比例、计算方式不知情。5月7号,滴滴出行发布说明显示,2020年滴滴网约车司机收入占乘客应付总额的",public_web ||| public_web ||| public_web,https://www.ashea.com.cn/zhuanlan/t-di-di_80.html ||| https://www.chinaz.com/2021/0508/1247343.shtml ||| https://www.hebtv.com/0/0rmhlm/mt/992kp/hbxwmzl992kp/10269575.shtml,,,3,silver_candidate,standard_review,0.280,medium,single_source_type;short_candidate_text,uncertain,,,,,,,annotator_B,independent_review,annotator_B
