event_id,chain_id,event_chain,evidence_ids,evidence_texts,evidence_source_types,evidence_urls,evidence_titles,evidence_dates,review_decision,revised_event_chain,revised_evidence_ids,reviewer_note,reviewer_id,adjudication_status
E018,CHAIN_E018_002,学生出现皮肤过敏、发烧住院等健康问题 ||| 学生怀疑甲醛超标，要求校方解决 ||| 校方走访调查但表示无法立即提供解决方案，建议学生克服或回家 ||| 部分学生选择暂不入住,ev-00439;ev-01651,"近日,暨南大学的学生们纷纷在社交媒体上发声,揭露了宿舍内霉菌遍布、甲醛超标的问题,引发了社会的广泛关注。据报道,部分学生因疑似甲醛超标而出现皮肤过敏、发烧住院等身体问题,这不禁让人对学生的住宿环境安全 ||| 校方在收到投诉后,虽进行了走访调查并收集学生意见,但最终反馈表示当前无法提供解决方案,建议学生暂时克服困难或回家等待新学期开始再行入住,对于更换设施的请求也难以全面满足。 另一名网友同样证实了宿舍条件",social_media ||| mainstream_news,https://www.163.com/dy/article/JE08QIHI05568CTG.html ||| https://toutiao.china.com/shsy/gundong4/13000238/20240718/46872600_1.html,,,uncertain,,,,,
E018,CHAIN_E018_003,2024年7月中旬学生集中投诉宿舍环境 ||| 潮新闻记者于7月17日致电校方宣传部 ||| 校方回应表示已关注并收集意见，后续无明确整改 ||| 事件在网络上持续发酵，舆论关注,ev-00440;ev-01653,"近日,多位暨南大学学生在社交媒体发声,称学校宿舍霉菌遍布,厕所和家具都不同程度发旧破损,有学生怀疑宿舍甲醛超标,疑似因此出现皮肤过敏、发烧住院等身体问题。 7 月17 日上午,潮新闻记者致电暨南大学宣 ||| 近日,暨南大学多名学生在社交媒体发声吐槽,该校石牌校区宿舍霉菌泛滥,厕所和桌椅破损,一些暑假实习的学生住在前几天刷完油漆后甲醛超标的宿舍,出现皮肤过敏、头晕等不适症状。7月19日,暨南大学党委宣传部工",mainstream_news ||| social_media,http://app.myzaker.com/news/article.php?m=1721271414&pk=669884131bc8e0496800000a ||| https://www.163.com/dy/article/J7FK7UET0530X1P1.html,,,uncertain,,,,,
E019,CHAIN_E019_001,2023年12月26日，美吉姆北京多家分店被曝关店停业 ||| 家长反映预付课时费无法退还，组织维权并投诉 ||| 美吉姆(中国)总部发布声明，称积极寻求措施支持加盟店继续经营 ||| 部分消费者投诉在黑猫平台得到回复或处理,ev-01689;ev-01680;ev-00461;ev-01677;ev-00458;ev-01678,"人阅读 2024-01-03发布 来源:DONEWS 相关关键词 2023年12月26日,美吉姆北京多家分店被曝关店停业。有孩子家长反映,北京姚家园万象汇中心美吉姆店,前一天还在热热闹闹举办活动,第二 ||| 12月26日,早教机构美吉姆北京多家分店被曝关店停业,涉及常营华联中心店、昌平悦荟、清河万象汇、望京等店。不少家长表示,先前曾为孩子报了长期课程,预付费用多在上万元,关停之后,孩子无法正常上课,剩余的 ||| 标题:北京美吉姆西直门中心撤店跑路,高额学费无人处理 我于2023年12月23号在北京美吉姆西直门中心店(公司主体为:美智美呈教育科技(北京)有限公司)为孩子报名了56节的早教课程,缴费金额为1080 ||| 投诉编号: 17357455739 投诉问题: 退款问题,诱导消费,虚假宣传,霸王条款,费用问题,发票问题 投诉要求: 退款 涉诉金额: 24800元 投诉进度: 已回复 0 0 0 微博 微信 QQ ||| 近日,美吉姆北京多家分店被曝关店停业,家长上万元课时费无处可退。2023年12月31日,美吉姆(中国)总部发布声明称,目前美吉姆(中国)仍然积极寻求各种措施支持加盟中心继续经营,并督促闭店、并店的美吉 ||| 投诉编号: 17371203660 投诉问题: 退款问题,霸王条款 投诉要求: 退款,解除合约 涉诉金额: 7670元 投诉进度: 投诉已完成 1 1 0 微博 微信 QQ QQ空间 黑猫消费者服务平",public_web ||| social_media ||| public_web ||| social_media ||| mainstream_news ||| social_media,https://news.fromgeek.com/latest/145412.html ||| https://www.toutiao.com/article/7318272005051236904/ ||| https://m.xfb315.com/tousu/96611782 ||| https://tousu.sina.cn/complaint/view/17357455739 ||| https://finance.sina.com.cn/chanjing/wddc/2024-01-04/doc-inaaimzf6347381.shtml ||| https://tousu.sina.cn/complaint/view/17371203660/,,,uncertain,,,,,
E019,CHAIN_E019_002,北京西直门、常营、昌平悦荟、清河万象汇、望京等多家美吉姆门店停业 ||| 家长预付学费无法退还，累计金额巨大，引发集体投诉 ||| 美吉姆总部声明承诺支持加盟店，但无具体退费方案 ||| 投诉平台显示部分案件已处理,ev-01680;ev-00460;ev-00461;ev-00458;ev-01678,"12月26日,早教机构美吉姆北京多家分店被曝关店停业,涉及常营华联中心店、昌平悦荟、清河万象汇、望京等店。不少家长表示,先前曾为孩子报了长期课程,预付费用多在上万元,关停之后,孩子无法正常上课,剩余的 ||| 近期 有网友爆称 北京美吉姆早教机构要跑路 线下多家门店已关闭 北京西直门 望京凯德 姚家园万象汇 周二一大早收到姚家园万象汇美吉姆闭店消息,准确的说,是看到排课的朋友圈,甚至连一句沟通都没有。有没有 ||| 标题:北京美吉姆西直门中心撤店跑路,高额学费无人处理 我于2023年12月23号在北京美吉姆西直门中心店(公司主体为:美智美呈教育科技(北京)有限公司)为孩子报名了56节的早教课程,缴费金额为1080 ||| 近日,美吉姆北京多家分店被曝关店停业,家长上万元课时费无处可退。2023年12月31日,美吉姆(中国)总部发布声明称,目前美吉姆(中国)仍然积极寻求各种措施支持加盟中心继续经营,并督促闭店、并店的美吉 ||| 投诉编号: 17371203660 投诉问题: 退款问题,霸王条款 投诉要求: 退款,解除合约 涉诉金额: 7670元 投诉进度: 投诉已完成 1 1 0 微博 微信 QQ QQ空间 黑猫消费者服务平",social_media ||| social_media ||| public_web ||| mainstream_news ||| social_media,https://www.toutiao.com/article/7318272005051236904/ ||| https://www.163.com/dy/article/INA95DAD0552233K.html ||| https://m.xfb315.com/tousu/96611782 ||| https://finance.sina.com.cn/chanjing/wddc/2024-01-04/doc-inaaimzf6347381.shtml ||| https://tousu.sina.cn/complaint/view/17371203660/,,,uncertain,,,,,
E019,CHAIN_E019_003,美吉姆西直门中心店撤店跑路 ||| 家长缴纳高额学费后无法上课，要求退还余款 ||| 美吉姆总部未直接回应西直门店问题，但发布总体声明 ||| 消费者通过黑猫平台投诉，部分获得退款或处理,ev-00461;ev-01685;ev-00458;ev-01677;ev-01678,"标题:北京美吉姆西直门中心撤店跑路,高额学费无人处理 我于2023年12月23号在北京美吉姆西直门中心店(公司主体为:美智美呈教育科技(北京)有限公司)为孩子报名了56节的早教课程,缴费金额为1080 ||| 北京美吉姆西直门中心撤店跑路,高额学费无人处理 我于2023年4月左右在北京美吉姆西直门中心店(公司主体为:美智美呈教育科技(北京)有限公司)为孩子报名了90节(其中主课72节,赠课6节,及8周年内购 ||| 近日,美吉姆北京多家分店被曝关店停业,家长上万元课时费无处可退。2023年12月31日,美吉姆(中国)总部发布声明称,目前美吉姆(中国)仍然积极寻求各种措施支持加盟中心继续经营,并督促闭店、并店的美吉 ||| 投诉编号: 17357455739 投诉问题: 退款问题,诱导消费,虚假宣传,霸王条款,费用问题,发票问题 投诉要求: 退款 涉诉金额: 24800元 投诉进度: 已回复 0 0 0 微博 微信 QQ ||| 投诉编号: 17371203660 投诉问题: 退款问题,霸王条款 投诉要求: 退款,解除合约 涉诉金额: 7670元 投诉进度: 投诉已完成 1 1 0 微博 微信 QQ QQ空间 黑猫消费者服务平",public_web ||| public_web ||| mainstream_news ||| social_media ||| social_media,https://m.xfb315.com/tousu/96611782 ||| https://m.xfb315.com/tousu/96633923 ||| https://finance.sina.com.cn/chanjing/wddc/2024-01-04/doc-inaaimzf6347381.shtml ||| https://tousu.sina.cn/complaint/view/17357455739 ||| https://tousu.sina.cn/complaint/view/17371203660/,,,uncertain,,,,,
E020,CHAIN_E020_001,家长曝光食堂食材发霉变质 ||| 社交媒体广泛传播引发关注 ||| 政府和教育部门介入调查 ||| 联合调查组新闻发布会公布结果,ev-01698;ev-01702;ev-01691;ev-00485,"针对成都七中实验学校小学部学生家长近日反映的食堂食品发霉变质问题,成都市温江区人民政府新闻办公室13日在官方微博通报称,温江区相关部门及时赶赴学校进行处理。目前,区市场监管局已对食品原料封存并送检,结 ||| 根据微博网友爆料,成都七中实验学校食堂内出现了各种发霉变质的水果、冷冻肉,有学生吃了身体出现异常。 网友@袍义酒行 在微博上曝光学校食堂图片 网友晒出了大量照片,照片内可见食堂操作间内脏乱不堪,部 ||| 3月12日,部分学生家长反映成都七中实验学校食堂有关问题。教育厅对此高度重视,立即派出工作组前往成都七中实验学校会同成都市教育局进行核查处置,有关调查核实和相关工作跟进情况,将及时通报。同时,已要求各 ||| 导读 今天(3月17日)上午10点30分,成都七中实验学校食堂管理问题成都市联合调查组举行新闻发布会,由成都市市场监管局、成都市卫健委、成都市教育局、成都市温江区政府、成都市公安局、四川源坤国科质量检",social_media ||| social_media ||| official ||| forum,http://views.ce.cn/view/ent/201903/15/t20190315_31684731.shtml ||| https://finance.sina.com.cn/wm/2019-03-13/doc-ihrfqzkc3636954.shtml ||| https://www.sc.gov.cn/10462/10464/13722/2019/3/13/70340e568b8f48a8ac44b1baab4c4c1f.shtml ||| https://zhuanlan.zhihu.com/p/59558895,,,uncertain,,,,,
E020,CHAIN_E020_002,3月12日家长反映食堂问题 ||| 网络谣言与家长担忧升级 ||| 国家市场监管总局要求核查 ||| 3月17日官方调查结果公布,ev-01691;ev-01710;ev-01695;ev-01706,"3月12日,部分学生家长反映成都七中实验学校食堂有关问题。教育厅对此高度重视,立即派出工作组前往成都七中实验学校会同成都市教育局进行核查处置,有关调查核实和相关工作跟进情况,将及时通报。同时,已要求各 ||| 来源:成都日报 2019-03-18 10:03 3月12日起,成都七中实验学校食品问题以各种版本在网络流传,引发社会各界关注。情绪之中,事实的脉络并不清晰。 起因,是不是一名学生家长“卧底食堂假 ||| 据市场监管总局网站3月13日消息,澎湃新闻(www.thepaper.cn)记者了解到,市场监管总局高度关注四川省成都市七中实验学校食堂食品原料存在的问题,已经要求四川省市场监管部门按照地方党委、政府 ||| 今天上午10点30分,成都七中实验学校食堂管理问题成都市联合调查组举行新闻发布会,由成都市市场监管局、成都市卫健委、成都市教育局、成都市温江区政府、成都市公安局、...",official ||| official ||| mainstream_news ||| official,https://www.sc.gov.cn/10462/10464/13722/2019/3/13/70340e568b8f48a8ac44b1baab4c4c1f.shtml ||| http://www.pidu.gov.cn/pidu/c134925/2019-03/18/content_17a67401251c41048c30da513c72d728.shtml ||| https://www.thepaper.cn/newsDetail_forward_3129164 ||| https://edu.sc.gov.cn/scedu/c100556/2019/3/17/1767dcaee3334a39ab02cb748649a755.shtml,,,uncertain,,,,,
E020,CHAIN_E020_003,网上曝光食堂食品质量问题 ||| 家长到校集中反映质疑 ||| 市场监管局封存送检食材 ||| 温江区长介绍事件处理措施,ev-01702;ev-01703;ev-01698;ev-01701,"根据微博网友爆料,成都七中实验学校食堂内出现了各种发霉变质的水果、冷冻肉,有学生吃了身体出现异常。 网友@袍义酒行 在微博上曝光学校食堂图片 网友晒出了大量照片,照片内可见食堂操作间内脏乱不堪,部 ||| 温江区区长马烈红介绍成都七中实验学校食堂管理问题相关情况 各位媒体朋友: 近期,因成都七中实验学校食堂问题引发了学生家长到学校集中反映,质疑食堂的管理,担忧孩子的健康,影响了很多孩子和家长的正常学习生 ||| 针对成都七中实验学校小学部学生家长近日反映的食堂食品发霉变质问题,成都市温江区人民政府新闻办公室13日在官方微博通报称,温江区相关部门及时赶赴学校进行处理。目前,区市场监管局已对食品原料封存并送检,结 ||| 图片来源:四川日报 发布会上,温江区区长马烈红就近期成都七中实验学校食堂问题,介绍了事情的具体经过,以及事情发生后采取的具体措施。 2019年3月10日下午学生返校时,成都七中实验学校小学部四年级1班",social_media ||| mainstream_news ||| social_media ||| mainstream_news,https://finance.sina.com.cn/wm/2019-03-13/doc-ihrfqzkc3636954.shtml ||| https://news.sina.com.cn/c/2019-03-17/doc-ihsxncvh3218342.shtml ||| http://views.ce.cn/view/ent/201903/15/t20190315_31684731.shtml ||| https://finance.sina.com.cn/roll/2019-03-17/doc-ihrfqzkc4566691.shtml,,,uncertain,,,,,
E021,CHAIN_E021_001,医生实名举报并经由央视等媒体报道，引发社会关注 ||| 无锡市医保局于9月22日凌晨通报已行政立案并会同公安、卫健等部门彻查 ||| 9月24日医保局通报取消医院医保定点资格，公安机关刑事立案 ||| 10月8日国家医保局通报查实违规使用医保基金2228.4万元，其中欺诈骗保1179.2万元,ev-00502;ev-00503;ev-00506;ev-01714;ev-01712;ev-01715,"9月21日,有媒体报道江苏省无锡市民营医疗机构无锡虹桥医院涉嫌骗保。22日,无锡市医保局通报,该局正会同公安、卫健等部门进行全面彻查,将依法依规严肃查处。 据总台中国之声报道,近日,无锡虹桥医院放射影 ||| 9月21日,有媒体报道江苏省无锡市民营医疗机构无锡虹桥医院涉嫌骗保。22日,无锡市医保局通报,该局正会同公安、卫健等部门进行全面彻查,将依法依规严肃查处。据总台中国之声报道,近日,无锡虹桥医院放射影像 ||| 红星资本局9月22日消息,近日引发关注的“医生实名举报医院涉嫌骗保”一事,无锡市医保局凌晨有了最新通报。今日凌晨,无锡市医保局发布情况通报称,9月21日,媒体报道该市民营医疗机构无锡虹桥医院涉嫌骗保。 ||| 无锡市医保局9月24日发布情况通报:近日,我局会同公安、卫健等部门继续对无锡虹桥医院涉嫌骗取医保问题进行全面调查,目前该医院骗保情况基本查实。9月22日,我局取消其医保定点资格,公安机关刑事立案。 ||| 10月8日,央视新闻报道,国家医保局通报无锡虹桥医院骗保案。检查发现,该院涉嫌违规使用医保基金2228.4万元,其中涉嫌欺诈骗保1179.2万元。案件特点为团伙作案、全链条造假、计件提成等。目前,当地 ||| 10月8日,央视新闻报道,国家医保局通报无锡虹桥医院骗保案。检查发现,该院涉嫌违规使用医保基金2228.4万元,其中涉嫌欺诈骗保1179.2万元。案件特点为团伙作案、全链条造假、计件提成等。目前,当地",mainstream_news ||| social_media ||| social_media ||| social_media ||| social_media ||| social_media,https://www.sohu.com/a/810695467_161795 ||| https://www.163.com/dy/article/JCMTTGUV0514BICS.html ||| https://www.163.com/dy/article/JCMIS33T051492T3.html ||| https://www.toutiao.com/article/7417993582264500771/ ||| https://www.163.com/dy/article/JE0S8I6O0534A4SC.html ||| https://www.toutiao.com/article/7423398712703074855/,,,uncertain,,,,,
E021,CHAIN_E021_002,媒体报道无锡虹桥医院涉嫌骗保 ||| 国家医保局和江苏省医保局于9月23日派出飞行检查组进驻医院 ||| 无锡市医保局于9月24日宣布取消医院医保定点资格并刑事立案 ||| 国家医保局10月8日公布案件特点为团伙作案、全链条造假,ev-00502;ev-00503;ev-01730;ev-01722;ev-01714;ev-01712,"9月21日,有媒体报道江苏省无锡市民营医疗机构无锡虹桥医院涉嫌骗保。22日,无锡市医保局通报,该局正会同公安、卫健等部门进行全面彻查,将依法依规严肃查处。 据总台中国之声报道,近日,无锡虹桥医院放射影 ||| 9月21日,有媒体报道江苏省无锡市民营医疗机构无锡虹桥医院涉嫌骗保。22日,无锡市医保局通报,该局正会同公安、卫健等部门进行全面彻查,将依法依规严肃查处。据总台中国之声报道,近日,无锡虹桥医院放射影像 ||| 无锡虹桥医院医保服务协议被解除,有关人员已被控制针对近期网上举报的无锡虹桥医院涉嫌欺诈骗保问题,国家医保局和江苏省医保局高度重视,派出飞行检查组于9月23日上午进驻无锡虹桥医院开展专项飞行检查。江苏省 ||| 近日,一则关于无锡虹桥医院涉嫌欺诈骗保的新闻引起了社会广泛关注。国家医保局对此迅速响应,派出飞行检查组对该院进行专项核查,并指导江苏省医保局对无锡市下辖所有区县的定点医药机构进行全面排查。举报者朱医生 ||| 无锡市医保局9月24日发布情况通报:近日,我局会同公安、卫健等部门继续对无锡虹桥医院涉嫌骗取医保问题进行全面调查,目前该医院骗保情况基本查实。9月22日,我局取消其医保定点资格,公安机关刑事立案。 ||| 10月8日,央视新闻报道,国家医保局通报无锡虹桥医院骗保案。检查发现,该院涉嫌违规使用医保基金2228.4万元,其中涉嫌欺诈骗保1179.2万元。案件特点为团伙作案、全链条造假、计件提成等。目前,当地",mainstream_news ||| social_media ||| social_media ||| mainstream_news ||| social_media ||| social_media,https://www.sohu.com/a/810695467_161795 ||| https://www.163.com/dy/article/JCMTTGUV0514BICS.html ||| https://www.163.com/dy/article/JCPIS2DL0530JPVV.html ||| https://www.sohu.com/a/810952583_121956424 ||| https://www.toutiao.com/article/7417993582264500771/ ||| https://www.163.com/dy/article/JE0S8I6O0534A4SC.html,,,uncertain,,,,,
E021,CHAIN_E021_003,无锡虹桥医院被医生举报伪造病历骗取医保基金 ||| 舆论广泛质疑医院行为，要求严查 ||| 无锡市医保局9月22日回应已初步查实并行政立案 ||| 10月8日国家医保局公布最终查处结果,ev-00506;ev-00504;ev-00500;ev-01712;ev-01715,"红星资本局9月22日消息,近日引发关注的“医生实名举报医院涉嫌骗保”一事,无锡市医保局凌晨有了最新通报。今日凌晨,无锡市医保局发布情况通报称,9月21日,媒体报道该市民营医疗机构无锡虹桥医院涉嫌骗保。 ||| 9月22日凌晨,无锡市医保局就近期媒体报道的该市民营医疗机构无锡虹桥医院涉嫌骗保一事做出情况通报,称已根据举报线索受理调查、初步查实,并于8月3 ||| 9月21日,媒体报道无锡市民营医疗机构无锡虹桥医院涉嫌骗保。前期,无锡市医保局已根据举报线索受理调查、初步查实,并于8月30日行政立案。目前,我局正会同公安、卫健等部门进行全面彻查,将依法依规严肃查处 ||| 10月8日,央视新闻报道,国家医保局通报无锡虹桥医院骗保案。检查发现,该院涉嫌违规使用医保基金2228.4万元,其中涉嫌欺诈骗保1179.2万元。案件特点为团伙作案、全链条造假、计件提成等。目前,当地 ||| 10月8日,央视新闻报道,国家医保局通报无锡虹桥医院骗保案。检查发现,该院涉嫌违规使用医保基金2228.4万元,其中涉嫌欺诈骗保1179.2万元。案件特点为团伙作案、全链条造假、计件提成等。目前,当地",social_media ||| social_media ||| mainstream_news ||| social_media ||| social_media,https://www.163.com/dy/article/JCMIS33T051492T3.html ||| https://www.toutiao.com/article/7417297886276239924/ ||| https://finance.sina.com.cn/wm/2024-09-22/doc-incpytws9383659.shtml ||| https://www.163.com/dy/article/JE0S8I6O0534A4SC.html ||| https://www.toutiao.com/article/7423398712703074855/,,,uncertain,,,,,
E022,CHAIN_E022_001,媒体曝光与受害者举报 ||| 多部门联合通报立案 ||| 全面调查进行中,ev-01738;ev-00521;ev-00523,"11月11日,武当山旅游经济特区公安局局长蓝侠告诉新京报记者,药王谷中医馆已被立案侦查,从初查证据来看更符合虚假广告罪构成要件。因药王谷中医馆医疗纠纷案取证量大,而且涉中药新型领域复杂案件,调查取证也 ||| 2024年12月2日,武当山特区卫生健康局、武当山特区市场监督管理局、武当山特区公安局发布情况通报:感谢广大网友对“药王谷抗癌中心调查”事件的关注。武当山特区高度重视,特区相关部门对此事前期已依法立案 ||| 中新网12月2日电 据“武当发布”微信公众号消息,武当山特区卫生健康局、武当山特区市场监督管理局、武当山特区公安局12月2日发布情况通报称,感谢广大网友对“药王谷抗癌中心调查”事件的关注。武当山特区高",mainstream_news ||| social_media ||| social_media,https://www.sohu.com/a/832394171_122014422 ||| https://www.163.com/dy/article/JIEALNIJ0534A4SC.html ||| https://www.toutiao.com/article/7443801252766433804/,,,uncertain,,,,,
E022,CHAIN_E022_002,前期立案侦查（虚假广告罪） ||| 联合通报确认立案 ||| 调查取证与结果待通报,ev-01738;ev-00517;ev-00541,"11月11日,武当山旅游经济特区公安局局长蓝侠告诉新京报记者,药王谷中医馆已被立案侦查,从初查证据来看更符合虚假广告罪构成要件。因药王谷中医馆医疗纠纷案取证量大,而且涉中药新型领域复杂案件,调查取证也 ||| 12月2日晚,武当山特区卫生健康局、武当山特区市场监督管理局、武当山特区公安局发布情况通报:感谢广大网友对“药王谷抗癌中心调查”事件的关注。武当山特区高度重视,特区相关部门对此事前期已依法立案,正在开 ||| 12月2日,湖北武当山特区卫生健康局、武当山特区市场监督管理局、武当山特区公安局发布情况通报: 感谢广大网友对“药王谷抗癌中心调查”事件的关注。武当山特区高度重视,特区相关部门对此事前期已依法立案,正",mainstream_news ||| mainstream_news ||| social_media,https://www.sohu.com/a/832394171_122014422 ||| https://www.sohu.com/a/832633380_211762 ||| https://www.toutiao.com/article/7443804427959501347/,,,uncertain,,,,,
E023,CHAIN_E023_001,患者投诉第三方工程师违规进入彩超检查室 ||| 患者产生不良就医感受并引发公众关注 ||| 东莞市中医院发布通报调查并处理相关人员 ||| 医院对检查流程进行复盘整改,ev-00563;ev-00570,"中新网12月9日电 广东东莞市中医院近日在其微信公众号发布通报称,近日,某患者在东莞市中医院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良 ||| 近日,某患者在我院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良就医感受并引发投诉。事件发生后,我院高度重视,立即对全过程进行复盘调查,并",social_media ||| social_media,https://www.toutiao.com/article/7446232570959888896/ ||| https://www.toutiao.com/article/7446276497393926690/,,,uncertain,,,,,
E023,CHAIN_E023_002,第三方工程师未经允许进入心脏彩超检查室 ||| 患者隐私受损投诉引发社会讨论 ||| 医院官方声明回应并承诺改进 ||| 加强患者隐私保护措施,ev-00579;ev-00568,"2024年12月8日,东莞市中医院发布声明,回应近日发生的一起引起广泛关注的事件。根据医院的通报,事情起因于一名患者在接受心脏彩超检查时,一名男子未经允许闯入检查室,打破了患者的隐私空间,导致患者产生 ||| 12月8日晚,东莞市中医院发布情况说明:近日,某患者在我院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良就医感受并引发投诉。事件发生后,我",social_media ||| social_media,https://www.toutiao.com/article/7446360654912455206/ ||| https://www.toutiao.com/article/7446214145877361164/,,,uncertain,,,,,
E023,CHAIN_E023_003,患者进行彩超检查时工程师闯入 ||| 患者投诉至医院 ||| 东莞市中医院通过公众号通报事件经过及处理结果 ||| 后续跟进完善管理制度,ev-00564;ev-00565,"中新网12月9日电 广东东莞市中医院近日在其微信公众号发布通报称,近日,某患者在东莞市中医院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良 ||| 新京报讯 12月8日,东莞市中医院官微发布情况通报,内容如下:近日,某患者在我院进行心脏彩超检查时,第三方设备维保公司一工程师违规进入检查室与医务人员沟通调试检查设备事宜,导致患者产生不良就医感受并引",social_media ||| social_media,https://www.chinanews.com.cn/sh/2024/12-09/10333157.shtml ||| https://www.163.com/dy/article/JIV1PS0V0512D3VJ.html,,,uncertain,,,,,
E024,CHAIN_E024_001,家属和网络视频反映老人被捆绑 ||| 护工多次捆绑殴打老人 ||| 警方发布通报并对护工行拘15日罚款500元 ||| 镇政府及民政局牵头调查,ev-00582;ev-00586;ev-01762,"近日,山西曲沃县女子反映六旬父亲在乐昌镇一养老院遭捆绑疑被虐待。25日,警方通报称,涉事护工曾多次对老人捆绑、殴打,曲沃公安对涉事护工处以行拘十五日并处500元罚款。 4月25日,山西曲沃县有网友反映 ||| 中新网4月25日电 山西省曲沃县公安局4月25日发布警情通报称,近日,曲沃县公安局民警工作中在网上发现,曲沃县“某养老院”服务对象李某石被捆绑的视频,受害人家属也已报案,该案已调查完结。经查,曲沃县“ ||| 4月24日,有网民发布视频称,山西临汾市曲沃县李女士反映其爸爸在曲沃县天慈养老院被捆绑,浑身是伤,并且目前老人脑出血在住院。4月25日下午,乐昌镇政府回应记者称,目前此事由民政局牵头和辖区派出所正在调",mainstream_news ||| public_web ||| mainstream_news,https://www.sohu.com/a/774376028_162758 ||| https://www.chinanews.com.cn/sh/2024/04-25/10205935.shtml ||| https://www.thepaper.cn/newsDetail_forward_27160480,,,uncertain,,,,,
E025,CHAIN_E025_001,网友实名举报医生传播患者隐私 ||| 医院暂停医生工作并配合调查 ||| 后续报道称医院已采取措施,ev-00609;ev-01785;ev-01788,"近日,一网友实名举报称,上海市东方医院创伤外科主任、主任医师孙某新私下传播病人麻醉时裸照及180份病人手术信息,引发关注。据新京报7月4日报道,目前,院方已暂停孙某新医生医疗工作,并配合相关部门调查。 ||| 近日,有媒体报道称:上海市东方医院创伤外科主任、主任医师孙某新私下传播病人信息,引发关注。 上海市东方医院今天傍晚回应称,医院采取如下措施: 1.立即暂停孙某新医生医疗工作,配合医院和相关部门调查; ||| 7月3日,上海市东方医院(同济大学附属东方医院)创伤专科主任医师孙某被举报传播多名病人手术信息及隐私图片。 当天晚上,上海市东方医院发布通报称,立即暂停孙某医疗工作,配合医院和相关部门调查。 7月19",mainstream_news ||| public_web ||| mainstream_news,https://review.qianlong.com/2024/0705/8297065.shtml ||| https://news.xinmin.cn/2024/07/04/32685709.html ||| https://finance.sina.com.cn/roll/2024-07-20/doc-incetuqk1481226.shtml,,,uncertain,,,,,
E025,CHAIN_E025_002,网友举报引发广泛关注 ||| 上海市东方医院发布官方说明 ||| 调查进行中,ev-00610;ev-00602;ev-01788,"李长需女性患者就医时最怕什么?7月3日,一网友实名举报称,上海市东方医院创伤外科主任、主任医师孙某新私下传播病人麻醉时裸照及180份病人手术信息,引发关注。当日晚上,新京报记者从上海市东方医院获悉,院 ||| 有网民举报称,上海市东方医院孙某新医生“泄露患者隐私”,引发关注。 7月3日,上海市东方医院网站发布《关于孙某新医生相关舆情的说明》,其中指出,针对近日网传孙某新医生“泄露患者隐私”的问题,该院采取如 ||| 7月3日,上海市东方医院(同济大学附属东方医院)创伤专科主任医师孙某被举报传播多名病人手术信息及隐私图片。 当天晚上,上海市东方医院发布通报称,立即暂停孙某医疗工作,配合医院和相关部门调查。 7月19",social_media ||| public_web ||| mainstream_news,https://www.toutiao.com/article/7387717283294085672/ ||| https://news.southcn.com/node_179d29f1ce/3d95bdead1.shtml ||| https://finance.sina.com.cn/roll/2024-07-20/doc-incetuqk1481226.shtml,,,uncertain,,,,,
E025,CHAIN_E025_003,患者隐私泄露事件曝光 ||| 医院立即响应暂停医生医疗工作 ||| 媒体后续报道调查进展,ev-01777;ev-01772;ev-01785,"7月3日,记者联系到举报人余女士,她称,其本人曾是孙某新的患者。余女士提供的相关信息显示,2022年11月至12月,孙某新曾向其发送过一位女性患者被麻醉后接受治疗的照片和视频,2023年6月,孙某新又 ||| 医生泄露患者隐私?上海市东方医院:暂停其医疗工作,配合调查。 据澎湃新闻,上海市东方医院网站7月3日发布关于孙某新医生相关舆情的说明。 针对近日网传孙某新医生“泄露患者隐私”的问题,我院采取如下措施: ||| 近日,有媒体报道称:上海市东方医院创伤外科主任、主任医师孙某新私下传播病人信息,引发关注。 上海市东方医院今天傍晚回应称,医院采取如下措施: 1.立即暂停孙某新医生医疗工作,配合医院和相关部门调查;",mainstream_news ||| mainstream_news ||| public_web,https://police.news.sohu.com/a/790695310_121860344 ||| https://www.huxiu.com/moment/1003878.html ||| https://news.xinmin.cn/2024/07/04/32685709.html,,,uncertain,,,,,
