adjudication_status,annotator_id,candidate_confidence,candidate_event_chain_stage,candidate_evidence_ids,candidate_id,candidate_opinion,candidate_rationale,candidate_sentiment,candidate_stakeholder,chain_confidence,edit_reason,event_id,event_name,evidence_ids,evidence_quotes,evidence_texts,exclusion_reason,gold_event_chain_order,gold_event_chain_stage,gold_evidence_ids,gold_notes,gold_opinion,gold_rationale,gold_sentiment,gold_stakeholder,gold_support_label,human_decision,issue_flags,missing_stages,notes,opinion,rationale,review_status,reviewer_id,sentiment,source_type,stakeholder,support_label,tuple_id,verification_label,verification_rationale,verification_score
,,0.9,conflict,ev-02741,E025_SOA_002,互联网医院违规诊断并开具处方药,消费者阳先生在没有疾病诊断证明下被诊断'半身不遂'并购药，起诉卖家侵权,negative,消费者,0.7659,,E025,某地互联网医院处方审核争议,ev-02741,在没有线下医院疾病诊断证明的情况下，在阿里健康大药房'秒开'电子处方单;互联网医院'隔空'将其诊断为'半身不遂';侵犯其人格权为由，对阿里健康大药房提起侵权诉讼,,not_final_human_decision,,conflict,ev-02741,,互联网医院违规诊断并开具处方药,消费者阳先生在没有疾病诊断证明下被诊断'半身不遂'并购药，起诉卖家侵权,negative,消费者,supported,need_review,no_issue,diffusion;follow_up,,互联网医院违规诊断并开具处方药,消费者阳先生在没有疾病诊断证明下被诊断'半身不遂'并购药，起诉卖家侵权,unreviewed,,negative,system_candidate,消费者,supported,E025_SOA_002,supported,证据详细描述了消费者阳先生在没有线下诊断证明的情况下被互联网医院诊断为半身不遂并购买处方药，随后起诉卖家侵权，支持了消费者的观点和负面情绪。,1.0
,,0.8,response,ev-02732,E025_SOA_003,网购处方药不应成为市场监管盲区,银川市卫健委针对市政协提案答复，强调对网购处方药监管,neutral,政府部门,0.7659,,E025,某地互联网医院处方审核争议,ev-02732,银川市卫生健康委员会关于对市政协十四届三次会议第057号'关于网购处方药不应成为市场监管盲'提案的答复;完善监督政策，强化监管体系,,not_final_human_decision,,response,ev-02732,,网购处方药不应成为市场监管盲区,银川市卫健委针对市政协提案答复，强调对网购处方药监管,neutral,政府部门,supported,need_review,no_issue,diffusion;follow_up,,网购处方药不应成为市场监管盲区,银川市卫健委针对市政协提案答复，强调对网购处方药监管,unreviewed,,neutral,system_candidate,政府部门,supported,E025_SOA_003,supported,证据显示银川市卫健委对市政协提案中'网购处方药不应成为市场监管盲区'这一观点进行答复并采取监管措施，表明政府部门认同并落实该观点，因此被支持。,0.9
,,0.8,response,ev-01236,E025_SOA_004,规范互联网诊疗行为，保证医疗质量和安全,卫健委和中医药局印发互联网诊疗管理办法，进一步规范互联网诊疗,neutral,监管部门,0.7659,,E025,某地互联网医院处方审核争议,ev-01236,为进一步规范互联网诊疗行为，发挥远程医疗服务积极作用，提高医疗服务效率，保证医疗质量和医疗安全;卫生健康委 中医药局关于印发互联网诊疗 管理办法（试行）等3个文件的通知,国家卫健委同意北京进行互联网诊疗首诊试点 2026年01月31日18:36 来源：人民网 人民网北京1月31日电 （记者乔业琼）据国家卫健委官网消息，为充分利用信息技术疏解北京非首都功能，满足外地患者就医需求，经研究，国家卫健委同意北京市卫健委依托首都医科大学附属北京儿童医院和首都医科大学附属首都儿童医学中心开展儿童生长发育专业、儿童营养专业、儿童皮肤疾病专业互联网诊疗首诊试点。 国家卫健委要求： 一是要落实监管责任。充分发挥北京市互联网诊疗监管平台作用，加强信息化监管和穿透式监管，确保医疗机构的执业信息、人员资质...,not_final_human_decision,,response,ev-01236,,规范互联网诊疗行为，保证医疗质量和安全,卫健委和中医药局印发互联网诊疗管理办法，进一步规范互联网诊疗,neutral,监管部门,supported,need_review,no_issue,diffusion;follow_up,,规范互联网诊疗行为，保证医疗质量和安全,卫健委和中医药局印发互联网诊疗管理办法，进一步规范互联网诊疗,unreviewed,,neutral,system_candidate,监管部门,supported,E025_SOA_004,supported,证据明确显示卫健委和中医药局印发管理办法，目的是规范互联网诊疗行为、保证医疗质量和安全，与候选元组完全一致，且sentiment为neutral合理。,1.0
,,0.8,conflict,ev-01266,E026_SOA_001,质疑医院要求做多次CT检查属于过度检查,患者做种植牙被要求连做三次CT检查，担心过度医疗,negative,患者,0.762,,E026,某医院检查费用过高引发质疑,ev-01266,福建陈女士则是在某口腔医院种植牙时，被CT检查'缠上'了。'第一次CT说是看牙槽骨，第二次说定位种植体，第三次还要做，我立即提出质疑。',去医院做全面检查需要多少钱 更新时间：2025-10-22 18:16:03 问题描述： 去医院做全面检查需要多少钱 4位律师解答 您问的去医院做全面检查需要多少钱，这一问题的答案并非固定数值。以下将根据不同情况为您详细解释说明：如果检查项目仅包含基础项目，如血常规、尿常规、肝功能、肾功能、普通胸片、腹部B超等，在二三线城市的二级医院，费用可能在500-1000元左右；若在一线城市的三级医院，基础全面检查费用可能会上升到1000-2000元。若检查项目中包含一些高端或特殊项目，比如头颅CT、核磁共振（MRI）、肿瘤...,not_final_human_decision,,conflict,ev-01266,,质疑医院要求做多次CT检查属于过度检查,患者做种植牙被要求连做三次CT检查，担心过度医疗,negative,患者,supported,need_review,no_issue,diffusion,,质疑医院要求做多次CT检查属于过度检查,患者做种植牙被要求连做三次CT检查，担心过度医疗,unreviewed,,negative,system_candidate,患者,supported,E026_SOA_001,supported,证据中明确提到福建陈女士在种植牙时被要求连做三次CT检查并立即提出质疑，这与候选元组中患者质疑过度检查的观点一致，情绪负面，依据充分。,0.9
,,0.8,conflict,ev-01276,E026_SOA_002,质疑手术刀费近4000元且术前未告知收费不透明,男子做手术被收取近4000元手术刀费，收费不透明引争议,negative,患者,0.762,,E026,某医院检查费用过高引发质疑,ev-01276,尹女士向媒体反映，她的22岁儿子在温州市人民医院接受鼻部手术后，结算时突然出现一笔3927.26元的'卫生材料费';尹女士认为医院未提前告知，剥夺了选择权，难以接受,实际上医院过度检查不在少数，我媳妇曾经挂了个耳鼻喉科，就想掏掏耳朵，然后被一顿忽悠，什么中耳炎啊，耳石症啊，的各种检查花了2000多，结果最后结果，没事，上火了 患者拿着 DeepSeek 来看病，还质疑我「过度检查」… 回复 5 那你是希望检查以后有事才好 。一种症状往往有多种可能，医生必须一一排除，否则，误诊岂不害了患者！ 跟你明说吧。自从国家药品集采后。各大医院收入骤降。医护人员基本工资降三成。只能在医保涉及外的各类检查费用上下功夫。检查没问题。但是各种和自身症状无关的检查就是纯属赚钱了 我也是 这一顿折腾之...,not_final_human_decision,,conflict,ev-01276,,质疑手术刀费近4000元且术前未告知收费不透明,男子做手术被收取近4000元手术刀费，收费不透明引争议,negative,患者,supported,need_review,no_issue,diffusion,,质疑手术刀费近4000元且术前未告知收费不透明,男子做手术被收取近4000元手术刀费，收费不透明引争议,unreviewed,,negative,system_candidate,患者,supported,E026_SOA_002,supported,证据详细描述了患者家属质疑手术刀费近4000元且术前未告知，收费不透明，与候选元组一致。,1.0
,,0.9,response,ev-02774,E026_SOA_003,对当事医师私自收取检查费行为予以停职处理并配合调查,医院发布情况通报，停职当事医师并配合调查,neutral,医院,0.762,,E026,某医院检查费用过高引发质疑,ev-02774,院党委高度重视，对当事医师予以停职处理，积极配合相关部门调查。,,not_final_human_decision,,response,ev-02774,,对当事医师私自收取检查费行为予以停职处理并配合调查,医院发布情况通报，停职当事医师并配合调查,neutral,医院,supported,need_review,no_issue,diffusion,,对当事医师私自收取检查费行为予以停职处理并配合调查,医院发布情况通报，停职当事医师并配合调查,unreviewed,,neutral,system_candidate,医院,supported,E026_SOA_003,supported,证据中明确提到医院发布情况通报，对当事医师予以停职处理并积极配合调查，与候选元组完全一致。,1.0
,,0.9,response,ev-02751,E026_SOA_004,介入调查医生联手医托私收检查费事件,卫健委介入汾阳医院医生联手医托私收检查费事件,neutral,监管部门,0.762,,E026,某医院检查费用过高引发质疑,ev-02751,吕梁市卫健委工作人员告诉封面新闻记者，卫健委已针对此事进行调查处理。;卫健委已派人对该事件进行调查处理。,,not_final_human_decision,,response,ev-02751,,介入调查医生联手医托私收检查费事件,卫健委介入汾阳医院医生联手医托私收检查费事件,neutral,监管部门,supported,need_review,stakeholder_not_supported,diffusion,,介入调查医生联手医托私收检查费事件,卫健委介入汾阳医院医生联手医托私收检查费事件,unreviewed,,neutral,system_candidate,监管部门,supported,E026_SOA_004,supported,证据明确提到卫健委介入调查，支持监管部门（卫健委）的介入调查行为，sentiment为neutral，rationale与证据一致。,1.0
,,0.9,conflict,ev-01322,E027_SOA_001,接种点排长队且接种台三缺一,市民反映排长队，3个接种台仅2个使用,negative,儿童家长,0.7938,,E027,某地儿童疫苗预约困难事件,ev-01322,市民周六打疫苗排长队;3个接种台只有2个在利用;家长王倍称...等待一个半小时,内蒙古乌兰察布甲肝疫苗需要排队多久 发布时间：2025年08月11日 15:49 健康新闻 10 次阅读 30分钟至2小时 内蒙古乌兰察布甲肝疫苗的排队时间通常在30分钟至2小时之间，具体时长取决于接种点的人流量、预约情况以及服务效率。部分热门接种点在高峰时段可能需要更长时间，而提前预约或选择非高峰时段可显著缩短等待时间。 （一）影响排队时间的关键因素 接种点类型与规模 社区卫生服务中心：规模较小，服务人口有限，排队时间较短，通常在30分钟至1小时之间。 综合医院：人流量大，服务环节复杂，排队时间可能延长至1-2小...,not_final_human_decision,,conflict,ev-01322,,接种点排长队且接种台三缺一,市民反映排长队，3个接种台仅2个使用,negative,儿童家长,supported,need_review,stakeholder_not_supported,,,接种点排长队且接种台三缺一,市民反映排长队，3个接种台仅2个使用,unreviewed,,negative,system_candidate,儿童家长,supported,E027_SOA_001,supported,证据直接支持了儿童家长反映排长队和接种台三缺一的情况，且情绪为负面。,1.0
,,0.9,conflict,ev-01338,E027_SOA_002,电话预约方式不便，建议改为二维码预约,留言称预约电话长期占线打不进去,negative,儿童家长,0.7938,,E027,某地儿童疫苗预约困难事件,ev-01338,儿童疫苗接种预约电话打不进去;建议弄个二维码，建个群，然后群里面预约,'每次支付50美元都在累积，但我别无选择'：一项针对澳大利亚父母和主要照顾者关于儿童及时接种疫苗障碍的定性研究 时间：2026年2月23日 来源：Vaccine: X 编辑推荐： 本研究针对COVID-19大流行后澳大利亚儿童疫苗及时接种率持续下降的问题，深入探讨了父母和主要照顾者在接种过程中面临的实际障碍与接受度障碍如何相互作用并影响其行为。通过定性访谈，研究揭示了预约困难、接种成本、交通不便等实际问题如何使家庭难以优先安排接种，甚至加剧了对疫苗安全性和有效性的疑虑。该研究为制定改善疫苗可及性与可接受性的策略提供...,not_final_human_decision,,conflict,ev-01338,,电话预约方式不便，建议改为二维码预约,留言称预约电话长期占线打不进去,negative,儿童家长,supported,need_review,stakeholder_not_supported,,,电话预约方式不便，建议改为二维码预约,留言称预约电话长期占线打不进去,unreviewed,,negative,system_candidate,儿童家长,supported,E027_SOA_002,supported,证据中留言内容直接支持了家长认为电话预约不便（打不进去）并建议二维码预约的观点，情绪negative也源自占线困难，依据明确。,0.95
,,0.9,resolution,ev-01304,E027_SOA_003,接种服务显著改善，主动点赞,家长反馈线上预约、候诊区改善、医生逗娃开心,positive,儿童家长,0.7938,,E027,某地儿童疫苗预约困难事件,ev-01304,现在不仅能线上预约，候诊区还有动画片和科普宣传图册，医生还会俯下身来跟孩子讲笑话;这是最近不少家长在阜安社区卫生服务中心预防接种门诊的真实反馈;从'打完就走'到'主动点赞',县长信箱1 信件内容 流水号 20220825001 标 题 威远镇卫生院打疫苗预约困难 姓 名 解 性 别 男 手 机 176****0812 邮 箱 3********4@qq.com 发件IP ************************************** 写信时间 2022年08月25日 信件内容 尊敬的领导： 近一年来，本人带家中一岁多小孩前往威远镇卫生院接种疫苗，每次都不能按时接种，近一个月来，打疫苗人数更是比往常多好几倍，跑了好几趟都打不上，每次排队人数较多，好不容易快轮到了，号被叫完了...,not_final_human_decision,,resolution,ev-01304,,接种服务显著改善，主动点赞,家长反馈线上预约、候诊区改善、医生逗娃开心,positive,儿童家长,supported,need_review,no_issue,,,接种服务显著改善，主动点赞,家长反馈线上预约、候诊区改善、医生逗娃开心,unreviewed,,positive,system_candidate,儿童家长,supported,E027_SOA_003,supported,证据中家长反馈直接支持线上预约、候诊区改善、医生逗娃开心等观点，且标题和内容体现主动点赞，情绪positive被支持。,1.0
,,0.9,resolution,ev-01342,E027_SOA_004,新增接种点后更方便省心,李女士表示以前麻烦现在有微信群通知、疫苗全、有儿童休息区,positive,儿童家长,0.7938,,E027,某地儿童疫苗预约困难事件,ev-01342,以前带娃打疫苗，要么不知道新接种点在哪，要么想要的疫苗没货，折腾半天。现在好了，社区微信群提前发通知，疫苗种类全，还有专门的儿童休息区，省心多了！,儿童疫苗健康云预约不了？看这篇解决！ 294 随着新冠肺炎疫情的持续，儿童的疫苗接种也受到了广泛的关注。为了方便家长预约儿童疫苗，国家推出了'儿童疫苗健康云'平台，家长可以在该平台上进行儿童疫苗的预约和查询。但是，一些家长反映，他们在使用'儿童疫苗健康云'平台时遇到了问题，无法成功预约。下面，我们将介绍'儿童疫苗健康云'预约不了的原因和解决方法，帮助家长们顺利预约儿童疫苗。 一、儿童疫苗健康云预约不了的原因 家长无法预约儿童疫苗，可能是以下原因造成的：1. 网络问题：网络不稳定或速度较慢，导致无法访问'儿童疫苗健康...,not_final_human_decision,,resolution,ev-01342,,新增接种点后更方便省心,李女士表示以前麻烦现在有微信群通知、疫苗全、有儿童休息区,positive,儿童家长,supported,need_review,stakeholder_not_supported,,,新增接种点后更方便省心,李女士表示以前麻烦现在有微信群通知、疫苗全、有儿童休息区,unreviewed,,positive,system_candidate,儿童家长,supported,E027_SOA_004,supported,证据中李女士的直接引语完全支持该元组的 stakeholder、opinion、sentiment 和 rationale。,0.95
,,0.9,response,ev-01388,E028_SOA_001,点赞重庆‘政策找人’做法,国家医保局在发布会上回应长护险问题并肯定重庆经验,positive,国家医保局,0.7262,,E028,某地长期护理保险服务争议,ev-01388,国家医保局回应长护险四大民生关注问题，点赞重庆'政策找人'做法;黄心宇表示...比如重庆市巴南区...变‘人找政策’为‘政策找人’,国家医保局：长护险不设起付线 报销比例体现权责对等 来源：央视网 | 2026年03月26日 11:25:19 央视网 | 2026年03月26日 11:25:19 央视网消息：3月26日，国务院新闻办公室举行新闻发布会，介绍加快建立长期护理保险制度有关情况。 国家医保局待遇保障司负责人张西凡会上表示，长期护理保险不设起付线，在报销比例上，对于居民和职工实际缴费水平差异比较大的地区，两类人群是有所差异的，这样也是体现权责对等。为确保基金可持续，确定了基金的年度最高支付限额，也就是不超过统筹地区上年度城乡居民人均可支...,not_final_human_decision,,response,ev-01388,,点赞重庆‘政策找人’做法,国家医保局在发布会上回应长护险问题并肯定重庆经验,positive,国家医保局,supported,need_review,no_issue,follow_up,,点赞重庆‘政策找人’做法,国家医保局在发布会上回应长护险问题并肯定重庆经验,unreviewed,,positive,system_candidate,国家医保局,supported,E028_SOA_001,supported,证据明确提到国家医保局点赞重庆‘政策找人’做法，与候选元组完全一致。,1.0
,,0.8,conflict,ev-01427,E029_SOA_001,医院不允许家属陪护不合理,家人住院11天医院不允许家属陪护,negative,家属,0.7069,,E029,某医院陪护管理新规引发争议,ev-01427,云南一位王女士向央广网反映，今年4月中旬，她家人患有神经肿瘤，在北京某医院住院11天中，因医院不允许家属陪护;她觉得不合理,放宽并规范日间手术陪护人员范围 2026-04-22 08:50:02 来源:自治区政协办公厅研究一室 九三学社宁夏区委会反映，日间手术作为一种高效、便捷的医疗服务模式，在缓解医疗资源紧张和降低医疗费用等方面发挥了积极作用。然而，部分医疗机构在日间手术具体实施流程中，出于管理便利或规避潜在风险的考虑，规定手术患者陪护人员必须为'直系亲属'，否则不予办理或多方核查，并表示'非直系亲属难以承担照护责任，医院负不起相关责任'。这一规定看似维护了各方利益，但也引发了一些问题。 随着社会发展和人口结构变化，我国单身成年人口数...,not_final_human_decision,,conflict,ev-01427,,医院不允许家属陪护不合理,家人住院11天医院不允许家属陪护,negative,家属,supported,need_review,no_issue,diffusion;follow_up,,医院不允许家属陪护不合理,家人住院11天医院不允许家属陪护,unreviewed,,negative,system_candidate,家属,supported,E029_SOA_001,supported,证据中明确提及家属王女士因医院不允许陪护而认为不合理，且情绪为负面，支持候选元组。,1.0
,,0.8,response,ev-01433,E029_SOA_002,认同提案中关于陪护问题的建议并借鉴改进,回复政协提案表示建议具有借鉴意义,neutral,卫健部门,0.7069,,E029,某医院陪护管理新规引发争议,ev-01433,台州市卫生健康委关于市政协六届四次会议第2025115号提案答复的函;经研究，现答复如下,"关于提升我市公立医院'无陪护'病房服务的建议办理答复 市政协十三届三次会议 建议人: 王济众主办单位： 淄博市卫生健康委员会答复时间： 2024-07-08 答复内容 建议内容 对市政协十三届三次会议委员第1303052号提案的答复 王济众委员: 您提出的《关于提升我市公立医院'无陪护'病房服务的建议》收悉,现答复如下： 无陪护病房制度是一种新型的医疗模式，为推进全市医疗机构'无陪护'病房工作，我委在18家医院试点'无陪护模式'，为患者提供陪同检查、入院照料、健康教育，乃至进餐、洗漱、服药等优质、经济、方便的医疗护...",not_final_human_decision,,response,ev-01433,verification_rationale: 证据表明卫健部门正式回复了政协提案，但未明确表示认同建议或借鉴改进，opinion和rationale部分缺乏直接支持。; issue_flags: rationale_not_supported;stakeholder_not_supported,认同提案中关于陪护问题的建议并借鉴改进,回复政协提案表示建议具有借鉴意义,neutral,卫健部门,partially_supported,need_review,rationale_not_supported;stakeholder_not_supported,diffusion;follow_up,,认同提案中关于陪护问题的建议并借鉴改进,回复政协提案表示建议具有借鉴意义,unreviewed,,neutral,system_candidate,卫健部门,partially_supported,E029_SOA_002,partially_supported,证据表明卫健部门正式回复了政协提案，但未明确表示认同建议或借鉴改进，opinion和rationale部分缺乏直接支持。,0.5
,,0.8,resolution,ev-01430,E029_SOA_003,认可提案所指陪护问题并借鉴,医药卫生提〔2020〕25号答复表示问题符合现实，建议有借鉴意义,neutral,卫健部门,0.7069,,E029,某医院陪护管理新规引发争议,ev-01430,您指出的问题符合我省现实情况;提出的建议对于我省做好医疗管理工作具有重要借鉴意义,医院只许一人陪护? 更新时间：2025-11-22 19:45:05人浏览 问题描述： 医院只许一人陪护? 4位律师解答 平台法律顾问团队 医院陪护人数限制并非绝对，存在一些特殊情况会影响规定的执行，以下为您说明。 1. 患者为无民事行为能力人（如婴幼儿、重度精神疾病患者）：若患者无法自主表达需求或配合治疗，医院通常会放宽陪护限制，允许一名以上家属陪护，以保障患者安全和治疗顺利，此情形下陪护人数不受常规单陪护规定约束。 2. 陪护人员突发健康问题：若唯一陪护人员出现发热、核酸阳性等情况，无法继续陪护，可向医院申请更...,not_final_human_decision,,resolution,ev-01430,,认可提案所指陪护问题并借鉴,医药卫生提〔2020〕25号答复表示问题符合现实，建议有借鉴意义,neutral,卫健部门,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,认可提案所指陪护问题并借鉴,医药卫生提〔2020〕25号答复表示问题符合现实，建议有借鉴意义,unreviewed,,neutral,system_candidate,卫健部门,supported,E029_SOA_003,supported,证据为卫健部门对提案的官方答复，明确表示问题符合现实、建议有借鉴意义，观点和情感均被支持。,1.0
,,0.8,resolution,ev-01435,E029_SOA_004,建议推行无陪护病房以减轻家庭照护负担,独生子女家庭和老龄化导致照护压力大,positive,人大代表,0.7069,,E029,某医院陪护管理新规引发争议,ev-01435,关于医院推行'无陪护病房'的建议;随着独生子女一代成家立业以及人口老年化的加速，...面临巨大的照护压力,索引号： 002668346/2025-117754 公开方式： 主动公开 发布机构： 市卫生健康委 成文日期： 2025-07-22 台州市卫生健康委关于市政协六届四次会议第2025115号提案答复的函 信息来源： 市卫生健康委 发布时间： 2025-07-22 16: 47 陈理斌委员： 您在中国 人民政治协商会议台州市第六 届代表大会第四 次会议上提出的《关于及早推广 '无陪护' 病房模式的建议》（第 2025115号）收悉。经研究，现答复如下： 诚如您指出的我市当前 户籍老年人已达155.1万，人口老龄化率...,not_final_human_decision,,resolution,ev-01435,verification_rationale: 证据支持主体、观点和依据，但情绪应为neutral而非positive; issue_flags: sentiment_not_supported;stakeholder_not_supported,建议推行无陪护病房以减轻家庭照护负担,独生子女家庭和老龄化导致照护压力大,positive,人大代表,partially_supported,need_review,sentiment_not_supported;stakeholder_not_supported,diffusion;follow_up,,建议推行无陪护病房以减轻家庭照护负担,独生子女家庭和老龄化导致照护压力大,unreviewed,,positive,system_candidate,人大代表,partially_supported,E029_SOA_004,partially_supported,证据支持主体、观点和依据，但情绪应为neutral而非positive,0.5
,,0.9,response,ev-01454,E030_SOA_001,赞扬家庭医生服务方便快捷，长处方和电话咨询很好,吴阿姨在社区医院就诊后夸赞家庭医生服务，说为其打开方便之门,positive,居民,0.8652,,E030,某地家庭医生签约服务效果争议,ev-01454,签约家庭医生可太好了！这长处方一次能拿两个月的药，有点小毛病还可以电话咨询医生。;家庭医生服务为我打开了一扇方便之门。;吴阿姨竖起大拇指不住地夸赞医务人员。,索 引 号： 10000002/202408-00015信息分类：人大代表建议办理 发布机构：蚌埠市医疗保障局发布日期：2024-08-23 17:14 文 号：有 效 性： 有效 成文日期：2024-08-23 名 称：关于市第十七届人大三次会议第67号议案的答复 关 键 词： 答复 索引号： 10000002/202408-00015 信息分类： 人大代表建议办理 发布机构： 蚌埠市医疗保障局 发布日期： 2024-08-23 17:14 名 称： 关于市第十七届人大三次会议第67号议案的答复 有效性： 有效 ...,not_final_human_decision,,response,ev-01454,,赞扬家庭医生服务方便快捷，长处方和电话咨询很好,吴阿姨在社区医院就诊后夸赞家庭医生服务，说为其打开方便之门,positive,居民,supported,need_review,no_issue,diffusion,,赞扬家庭医生服务方便快捷，长处方和电话咨询很好,吴阿姨在社区医院就诊后夸赞家庭医生服务，说为其打开方便之门,unreviewed,,positive,system_candidate,居民,supported,E030_SOA_001,supported,证据中吴阿姨的原话直接支持了居民对家庭医生服务的赞扬，包括长处方和电话咨询的优点，以及‘打开方便之门’的说法，情绪为正面。,1.0
,,0.9,conflict,ev-02823,E030_SOA_002,批评家庭医生签约弄虚作假，存在形式主义,杭州暗访发现家庭医生签约弄虚作假，市民被签约现象突出,negative,媒体,0.8652,,E030,某地家庭医生签约服务效果争议,ev-02823,家庭医生签约别玩形式主义;一些地区家庭医生签约弄虚作假、市民'被签约'现象突出,,not_final_human_decision,,conflict,ev-02823,,批评家庭医生签约弄虚作假，存在形式主义,杭州暗访发现家庭医生签约弄虚作假，市民被签约现象突出,negative,媒体,supported,need_review,no_issue,diffusion,,批评家庭医生签约弄虚作假，存在形式主义,杭州暗访发现家庭医生签约弄虚作假，市民被签约现象突出,unreviewed,,negative,system_candidate,媒体,supported,E030_SOA_002,supported,证据中的健康时报评论明确批评家庭医生签约弄虚作假和形式主义，与候选元组的观点、情绪和依据一致。,1.0
,,0.8,conflict,ev-01458,E030_SOA_003,指出家庭医生签约服务有短板，需要补齐,法治日报文章提出要补齐家庭医生签约服务短板,negative,媒体,0.8652,,E030,某地家庭医生签约服务效果争议,ev-01458,补齐家庭医生签约服务短板;仍存在某些困难和问题;一是'不知有约'……二是'签而不约'……,来自燕赵都市报 升级签约服务，让家庭医生深入人心 2025年08月23日 根据国家卫生健康委官网8月19日发布的通知，聚焦提升家庭医生签约服务感受度若干措施，各地要立足实际，利用多方资源，提升签约服务感受度，用心用情为群众提供可感可及的签约服务。 近年来，家庭医生签约服务制度从无到有、从点到面，取得了显著成效。通过拓宽家庭医生来源渠道、转变家庭医生服务方式等新政策、新举措，服务供给能力大幅提升，全国基层医疗卫生机构诊疗量显著提升，签约服务内容从单一疾病管理扩展到健康管理、康复护理等全周期服务，服务方式从固定周期签约...,not_final_human_decision,,conflict,ev-01458,verification_rationale: 证据支持媒体指出家庭医生签约服务存在短板并需要补齐，但未体现负面情绪，sentiment应为neutral; issue_flags: sentiment_not_supported,指出家庭医生签约服务有短板，需要补齐,法治日报文章提出要补齐家庭医生签约服务短板,negative,媒体,partially_supported,need_review,sentiment_not_supported,diffusion,,指出家庭医生签约服务有短板，需要补齐,法治日报文章提出要补齐家庭医生签约服务短板,unreviewed,,negative,system_candidate,媒体,partially_supported,E030_SOA_003,partially_supported,证据支持媒体指出家庭医生签约服务存在短板并需要补齐，但未体现负面情绪，sentiment应为neutral,0.7
,,0.9,resolution,ev-01484,E030_SOA_004,发布实施方案推进家庭医生签约服务高质量发展,中阳县卫生健康局印发《关于推进家庭医生签约服务高质量发展的实施方案》,neutral,卫健部门,0.8652,,E030,某地家庭医生签约服务效果争议,ev-01484,中卫健字〔2024〕131号 关于推进家庭医生签约服务高质量发展的 实施方案,湖南常宁：家庭医生签约服务筑牢基层健康防线，打造'家门口'的医防融合样本 2025-06-21 10:51:48 红网 作者：谭倩 蒋楠 段尚圭 陈琳 罗犇 编辑：王敏 红网时刻新闻 记者 谭倩 蒋楠 通讯员 段尚圭 陈琳 罗犇 报道 在湖南省常宁市，家庭医生签约服务正以'服务升级、智慧赋能、乡音连心'为特色，不仅解决了群众看病难的问题，更筑牢了基层健康防线。 自2025年3月全面启动家庭医生签约服务提升专项工程以来，常宁市通过'线上+线下'双轨并行模式，已签约15.49万余人，重点人群履约率达100%，群众满意度...,not_final_human_decision,,resolution,ev-01484,,发布实施方案推进家庭医生签约服务高质量发展,中阳县卫生健康局印发《关于推进家庭医生签约服务高质量发展的实施方案》,neutral,卫健部门,supported,need_review,stakeholder_not_supported,diffusion,,发布实施方案推进家庭医生签约服务高质量发展,中阳县卫生健康局印发《关于推进家庭医生签约服务高质量发展的实施方案》,unreviewed,,neutral,system_candidate,卫健部门,supported,E030_SOA_004,supported,证据中中阳县卫生健康局印发实施方案，支持了卫健部门发布实施方案推进家庭医生签约服务高质量发展的观点，sentiment neutral合理。,1.0
,,0.8,conflict,ev-01500,E031_SOA_001,中化半夜排放恶臭异味，严重影响生活,举报人称中化半夜排放恶臭异味，严重影响生活,negative,居民,0.7376,,E031,某地化工异味扰民投诉事件,ev-01500,中化半夜排放恶臭异味，严重影响生活。,文档名称:社区卫生服务中心的家庭医生签约服务模式与居民满意度研究报告.docx 格式:docx 大小:0.26MB 总页数:25 发布时间:2025-03-03发布于中国 上传者:177****3106 社区卫生服务中心的家庭医生签约服务模式与居民满意度研究报告.docx 原文免费试下载 研究报告 PAGE 1 - 社区卫生服务中心的家庭医生签约服务模式与居民满意度研究报告 一、研究背景与意义 1.1社区卫生服务中心家庭医生签约服务的背景 (1) 随着我国人口老龄化趋势的加剧和居民健康需求的不断提高，传统的医疗服务...,not_final_human_decision,,conflict,ev-01500,,中化半夜排放恶臭异味，严重影响生活,举报人称中化半夜排放恶臭异味，严重影响生活,negative,居民,supported,need_review,no_issue,diffusion,,中化半夜排放恶臭异味，严重影响生活,举报人称中化半夜排放恶臭异味，严重影响生活,unreviewed,,negative,system_candidate,居民,supported,E031_SOA_001,supported,证据中举报内容直接包含'中化半夜排放恶臭异味，严重影响生活'，与候选元组的stakeholder（居民）、opinion和rationale完全一致，且sentiment为负面，证据支持。,1.0
