event_id,candidate_id,source_type,stakeholder,opinion,sentiment,rationale,evidence_ids,support_label,human_decision,gold_stakeholder,gold_opinion,gold_sentiment,gold_rationale,gold_evidence_ids,gold_support_label,edit_reason,reviewer_id,adjudication_status,notes,event_name,tuple_id,candidate_stakeholder,candidate_opinion,candidate_sentiment,candidate_rationale,candidate_evidence_ids,candidate_event_chain_stage,candidate_confidence,verification_label,verification_score,verification_rationale,issue_flags,evidence_quotes,evidence_texts,chain_confidence,missing_stages,gold_event_chain_stage,gold_event_chain_order,gold_notes,annotator_id,review_status
E016,LLM_E016_003,llm_preannotation,英才学校,学校已注销，不再运营,negative,媒体报道学校被注销,ev-00385;ev-00390,supported,accept,英才学校,学校已注销，不再运营,negative,媒体报道学校被注销,ev-00385;ev-00390,supported,,auto_reviewer,,,河南省方城县英才学校宿舍火灾事件,LLM_E016_003,英才学校,学校已注销，不再运营,negative,媒体报道学校被注销,ev-00385;ev-00390,unknown,,supported,,,,,"方城发生火灾学校已注销 【#方城发生火灾学校已注销#】#河南通报方城学校火灾事故调查结果# 12月17日,河南省发布方城县英才学校重大火灾事故调查报告。经调查认定,该起事故系起火宿舍内一名小学生使用打;方城英才学校已注销 雷达财经 2025-12-17 11:02 ·北京 打开网易新闻 查看精彩图片 雷达财经讯,据报道,12月17日,河南省发布方城县英才学校重大火灾事故调查报告。经调查认定,该起事故",,,unknown,,,auto_reviewer,reviewed
E016,LLM_E016_004,llm_preannotation,遇难学生代理律师,案件一审在方城县人民法院开庭审理,neutral,律师消息证实开庭,ev-00362,supported,accept,遇难学生代理律师,案件一审在方城县人民法院开庭审理,neutral,律师消息证实开庭,ev-00362,supported,,auto_reviewer,,,河南省方城县英才学校宿舍火灾事件,LLM_E016_004,遇难学生代理律师,案件一审在方城县人民法院开庭审理,neutral,律师消息证实开庭,ev-00362,unknown,,supported,,,,,"来源:澎湃新闻12月19日,据英才学校重大火灾事故被害人代理律师处消息,该案一审今天上午在方城县人民法院开庭审理。法院的开庭通知书显示,方城县法院受理的被告人徐某某、贾某、李某教育设施重大安全事故罪一",,,unknown,,,auto_reviewer,reviewed
E017,LLM_E017_001,llm_preannotation,绍兴市第一中学,确认教师徐某在课堂上发表不当言论，违反《新时代中小学教师职业行为十项准则》，决定停止其教学工作、调离教学岗位并给予警告处分,negative,学校官方通报明确调查结果和处理决定，体现了对教师不当行为的负面评价和严肃处理,ev-00407;ev-00425;ev-00403,supported,accept,绍兴市第一中学,确认教师徐某在课堂上发表不当言论，违反《新时代中小学教师职业行为十项准则》，决定停止其教学工作、调离教学岗位并给予警告处分,negative,学校官方通报明确调查结果和处理决定，体现了对教师不当行为的负面评价和严肃处理,ev-00407;ev-00425;ev-00403,supported,,auto_reviewer,,,浙江省绍兴市第一中学教师课堂不当言论事件,LLM_E017_001,绍兴市第一中学,确认教师徐某在课堂上发表不当言论，违反《新时代中小学教师职业行为十项准则》，决定停止其教学工作、调离教学岗位并给予警告处分,negative,学校官方通报明确调查结果和处理决定，体现了对教师不当行为的负面评价和严肃处理,ev-00407;ev-00425;ev-00403,unknown,,supported,,,,,"5月27日,浙江绍兴市第一中学通报:5月26日,网传该校一名通用技术教师徐某在课堂上发表与教师形象不符的言论。经调查, 该教师存在在课堂上发表不当言论的现象, 违反了 《新时代中小学教师职业行为十项准;近日,绍兴市一名中学教师因在课堂上发表不当言论引发关注。事发后,绍兴市第一中学调查后发布情况通报,对其进行处分,停止教学工作,调离教学岗位,给予警告处分。 5月27日,绍兴市第一中学发布情况通报。;5月27日,绍兴市第一中学发布情况通报: 5月26日,网传该校一名通用技术教师徐某在课堂上发表与教师形象不符的言论。经调查,该教师存在在课堂上发表不当言论的现象,违反了《新时代中小学教师职业行为十项准",,,unknown,,,auto_reviewer,reviewed
E018,LLM_E018_001,llm_preannotation,暨南大学学生,反映宿舍霉菌遍布、甲醛超标，导致皮肤过敏、头晕等健康问题，要求学校解决宿舍环境问题,negative,多位学生在社交媒体上揭露宿舍环境恶劣，并出现健康问题，表达了对学校处理不力的不满,ev-01658;ev-01654;ev-00439,supported,accept,暨南大学学生,反映宿舍霉菌遍布、甲醛超标，导致皮肤过敏、头晕等健康问题，要求学校解决宿舍环境问题,negative,多位学生在社交媒体上揭露宿舍环境恶劣，并出现健康问题，表达了对学校处理不力的不满,ev-01658;ev-01654;ev-00439,supported,,auto_reviewer,,,暨南大学石牌校区宿舍霉菌与甲醛争议事件,LLM_E018_001,暨南大学学生,反映宿舍霉菌遍布、甲醛超标，导致皮肤过敏、头晕等健康问题，要求学校解决宿舍环境问题,negative,多位学生在社交媒体上揭露宿舍环境恶劣，并出现健康问题，表达了对学校处理不力的不满,ev-01658;ev-01654;ev-00439,unknown,,supported,,,,,"暨南大学学生质疑宿舍甲醛超标,健康隐患引关注! 近日,暨南大学的学生们纷纷在社交媒体上发声,揭露宿舍环境堪忧的现状。学生们反映,宿舍内霉菌肆虐,厕所和家具老旧破损,更令人担忧的是,有学生怀疑宿舍甲醛超;近日,暨南大学数名学生在社交媒体上发声,称宿舍内霉菌遍布,甲醛含量可能严重超标。这一消息引起了广泛关注。厕所、家具不同程度的老化和破损,不仅影响了学生们的居住质量,还直接威胁到他们的健康。有学生怀疑,;近日,暨南大学的学生们纷纷在社交媒体上发声,揭露了宿舍内霉菌遍布、甲醛超标的问题,引发了社会的广泛关注。据报道,部分学生因疑似甲醛超标而出现皮肤过敏、发烧住院等身体问题,这不禁让人对学生的住宿环境安全",,,unknown,,,auto_reviewer,reviewed
E018,LLM_E018_002,llm_preannotation,暨南大学党委宣传部,表示学校已进行走访调查并收集意见，正在处理宿舍问题,neutral,校方回应称已了解情况并着手处理，但未给出具体解决方案,ev-00437;ev-01653,partially_supported,accept,暨南大学党委宣传部,表示学校已进行走访调查并收集意见，正在处理宿舍问题,neutral,校方回应称已了解情况并着手处理，但未给出具体解决方案,ev-00437;ev-01653,partially_supported,,auto_reviewer,,,暨南大学石牌校区宿舍霉菌与甲醛争议事件,LLM_E018_002,暨南大学党委宣传部,表示学校已进行走访调查并收集意见，正在处理宿舍问题,neutral,校方回应称已了解情况并着手处理，但未给出具体解决方案,ev-00437;ev-01653,unknown,,partially_supported,,,,,"近日,暨南大学的多名学生在社交媒体上发表了令人担忧的帖子,称其石牌校区的宿舍环境已经恶化到令人难以忍受的程度:墙面霉菌泛滥、厕所和家具破损严重,甚至甲醛超标导致健康问题。7月19日,该校党委宣传部表示;近日,暨南大学多名学生在社交媒体发声吐槽,该校石牌校区宿舍霉菌泛滥,厕所和桌椅破损,一些暑假实习的学生住在前几天刷完油漆后甲醛超标的宿舍,出现皮肤过敏、头晕等不适症状。7月19日,暨南大学党委宣传部工",,,unknown,,verification_rationale: ; issue_flags: ,auto_reviewer,reviewed
E018,LLM_E018_003,llm_preannotation,暨南大学校方,建议学生暂时克服困难或回家等待，无法全面满足更换设施的请求,negative,校方反馈表示当前无法提供解决方案，学生感到失望,ev-01651,supported,accept,暨南大学校方,建议学生暂时克服困难或回家等待，无法全面满足更换设施的请求,negative,校方反馈表示当前无法提供解决方案，学生感到失望,ev-01651,supported,,auto_reviewer,,,暨南大学石牌校区宿舍霉菌与甲醛争议事件,LLM_E018_003,暨南大学校方,建议学生暂时克服困难或回家等待，无法全面满足更换设施的请求,negative,校方反馈表示当前无法提供解决方案，学生感到失望,ev-01651,unknown,,supported,,,,,"校方在收到投诉后,虽进行了走访调查并收集学生意见,但最终反馈表示当前无法提供解决方案,建议学生暂时克服困难或回家等待新学期开始再行入住,对于更换设施的请求也难以全面满足。 另一名网友同样证实了宿舍条件",,,unknown,,,auto_reviewer,reviewed
E018,LLM_E018_004,llm_preannotation,媒体,指出暨南大学宿舍问题暴露管理困境，质疑校方应对不力,negative,媒体报道强调学生的诉求没有得到及时响应，存在管理漏洞,ev-00445,supported,accept,媒体,指出暨南大学宿舍问题暴露管理困境，质疑校方应对不力,negative,媒体报道强调学生的诉求没有得到及时响应，存在管理漏洞,ev-00445,supported,,auto_reviewer,,,暨南大学石牌校区宿舍霉菌与甲醛争议事件,LLM_E018_004,媒体,指出暨南大学宿舍问题暴露管理困境，质疑校方应对不力,negative,媒体报道强调学生的诉求没有得到及时响应，存在管理漏洞,ev-00445,unknown,,supported,,,,,"暨南大学宿舍问题:揭露背后的管理困境 前言 近日,一篇《【暨南大学】霉菌滋生,设施破损,环境肮脏!这就是你们花458万改造的宿舍?》的在网络上引起了热烈的讨论。中,一位自称是暨南大学学生的网友晒出了多",,,unknown,,,auto_reviewer,reviewed
E019,LLM_E019_001,llm_preannotation,家长,要求退还预付课时费，表达无法上课的愤怒和维权诉求,negative,多位家长在社交平台和投诉平台反映美吉姆门店突然关闭，剩余课时费无法退还，并组织维权,ev-00460;ev-01680;ev-01682;ev-00461;ev-01685;ev-01677;ev-01678,supported,accept,家长,要求退还预付课时费，表达无法上课的愤怒和维权诉求,negative,多位家长在社交平台和投诉平台反映美吉姆门店突然关闭，剩余课时费无法退还，并组织维权,ev-00460;ev-01680;ev-01682;ev-00461;ev-01685;ev-01677;ev-01678,supported,,auto_reviewer,,,美吉姆北京多门店停业退费争议事件,LLM_E019_001,家长,要求退还预付课时费，表达无法上课的愤怒和维权诉求,negative,多位家长在社交平台和投诉平台反映美吉姆门店突然关闭，剩余课时费无法退还，并组织维权,ev-00460;ev-01680;ev-01682;ev-00461;ev-01685;ev-01677;ev-01678,unknown,,supported,,,,,"近期 有网友爆称 北京美吉姆早教机构要跑路 线下多家门店已关闭 北京西直门 望京凯德 姚家园万象汇 周二一大早收到姚家园万象汇美吉姆闭店消息,准确的说,是看到排课的朋友圈,甚至连一句沟通都没有。有没有;12月26日,早教机构美吉姆北京多家分店被曝关店停业,涉及常营华联中心店、昌平悦荟、清河万象汇、望京等店。不少家长表示,先前曾为孩子报了长期课程,预付费用多在上万元,关停之后,孩子无法正常上课,剩余的;各位亲:近日,不少网友爆料:美吉姆早教机构多家线下门店突然关闭,家长们纷纷收到闭店信息。昌平悦荟中心店、龙德广场店:西直门中心:美吉姆田村京粮广场店:清河万象汇店已显示暂停营业:美吉姆姚家园万象汇分店;标题:北京美吉姆西直门中心撤店跑路,高额学费无人处理 我于2023年12月23号在北京美吉姆西直门中心店(公司主体为:美智美呈教育科技(北京)有限公司)为孩子报名了56节的早教课程,缴费金额为1080;北京美吉姆西直门中心撤店跑路,高额学费无人处理 我于2023年4月左右在北京美吉姆西直门中心店(公司主体为:美智美呈教育科技(北京)有限公司)为孩子报名了90节(其中主课72节,赠课6节,及8周年内购;投诉编号: 17357455739 投诉问题: 退款问题,诱导消费,虚假宣传,霸王条款,费用问题,发票问题 投诉要求: 退款 涉诉金额: 24800元 投诉进度: 已回复 0 0 0 微博 微信 QQ;投诉编号: 17371203660 投诉问题: 退款问题,霸王条款 投诉要求: 退款,解除合约 涉诉金额: 7670元 投诉进度: 投诉已完成 1 1 0 微博 微信 QQ QQ空间 黑猫消费者服务平",,,unknown,,,auto_reviewer,reviewed
E019,LLM_E019_002,llm_preannotation,美吉姆（中国）总部,表示正在寻求各种措施支持加盟中心继续经营，并督促闭店、并店事宜,neutral,总部发布官方声明，表达积极寻求解决方案的态度,ev-00458,supported,accept,美吉姆（中国）总部,表示正在寻求各种措施支持加盟中心继续经营，并督促闭店、并店事宜,neutral,总部发布官方声明，表达积极寻求解决方案的态度,ev-00458,supported,,auto_reviewer,,,美吉姆北京多门店停业退费争议事件,LLM_E019_002,美吉姆（中国）总部,表示正在寻求各种措施支持加盟中心继续经营，并督促闭店、并店事宜,neutral,总部发布官方声明，表达积极寻求解决方案的态度,ev-00458,unknown,,supported,,,,,"近日,美吉姆北京多家分店被曝关店停业,家长上万元课时费无处可退。2023年12月31日,美吉姆(中国)总部发布声明称,目前美吉姆(中国)仍然积极寻求各种措施支持加盟中心继续经营,并督促闭店、并店的美吉",,,unknown,,,auto_reviewer,reviewed
E019,LLM_E019_003,llm_preannotation,美吉姆常营华联中心,声称曾向上市公司美吉姆申请借款周转但被拒绝，导致无法支付房租和员工工资，被迫停业,negative,门店在公开声明中指责总部未提供支持，导致经营困难,ev-01676,supported,accept,美吉姆常营华联中心,声称曾向上市公司美吉姆申请借款周转但被拒绝，导致无法支付房租和员工工资，被迫停业,negative,门店在公开声明中指责总部未提供支持，导致经营困难,ev-01676,supported,,auto_reviewer,,,美吉姆北京多门店停业退费争议事件,LLM_E019_003,美吉姆常营华联中心,声称曾向上市公司美吉姆申请借款周转但被拒绝，导致无法支付房租和员工工资，被迫停业,negative,门店在公开声明中指责总部未提供支持，导致经营困难,ev-01676,unknown,,supported,,,,,"美吉姆常营华联中心称,鉴于现阶段公司经营中遇到的诸多问题,他们向上市公司美吉姆提出借钱周转进行救助的需求,但多次沟通无果,被上市公司以无法扶持为由拒绝。由于实在无以为继,无法支付房租和员工工资、社保,",,,unknown,,,auto_reviewer,reviewed
E019,LLM_E019_004,llm_preannotation,消费者,投诉美吉姆存在退款问题、霸王条款等，要求退款和解除合约,negative,在投诉平台提交具体投诉，涉及金额数千至数万元，要求全额退款,ev-01677;ev-01678,supported,accept,消费者,投诉美吉姆存在退款问题、霸王条款等，要求退款和解除合约,negative,在投诉平台提交具体投诉，涉及金额数千至数万元，要求全额退款,ev-01677;ev-01678,supported,,auto_reviewer,,,美吉姆北京多门店停业退费争议事件,LLM_E019_004,消费者,投诉美吉姆存在退款问题、霸王条款等，要求退款和解除合约,negative,在投诉平台提交具体投诉，涉及金额数千至数万元，要求全额退款,ev-01677;ev-01678,unknown,,supported,,,,,"投诉编号: 17357455739 投诉问题: 退款问题,诱导消费,虚假宣传,霸王条款,费用问题,发票问题 投诉要求: 退款 涉诉金额: 24800元 投诉进度: 已回复 0 0 0 微博 微信 QQ;投诉编号: 17371203660 投诉问题: 退款问题,霸王条款 投诉要求: 退款,解除合约 涉诉金额: 7670元 投诉进度: 投诉已完成 1 1 0 微博 微信 QQ QQ空间 黑猫消费者服务平",,,unknown,,,auto_reviewer,reviewed
E019,LLM_E019_005,llm_preannotation,媒体报道,报道美吉姆北京多家门店突然关闭，家长课时费未退，引发社会关注,neutral,多家新闻媒体对事件进行客观报道，披露门店停业和家长维权情况,ev-01673;ev-01683;ev-01689,supported,accept,媒体报道,报道美吉姆北京多家门店突然关闭，家长课时费未退，引发社会关注,neutral,多家新闻媒体对事件进行客观报道，披露门店停业和家长维权情况,ev-01673;ev-01683;ev-01689,supported,,auto_reviewer,,,美吉姆北京多门店停业退费争议事件,LLM_E019_005,媒体报道,报道美吉姆北京多家门店突然关闭，家长课时费未退，引发社会关注,neutral,多家新闻媒体对事件进行客观报道，披露门店停业和家长维权情况,ev-01673;ev-01683;ev-01689,unknown,,supported,,,,,"紧!急!提!醒! 近日,被称为“早教第一股”的 美吉姆 5家在京门店同时关门! 4月1日, 北京方庄美吉姆,亦庄龙湖美吉姆, 金源居然之家美吉姆,蓝色港湾美吉姆, 大兴宜家中心美吉姆 发布官方公告宣布;2024年开工大吉,欢迎加入老安的读书社群读书社群 导语 美吉姆北京5家门店突然停业 家长:课时费未退 内容来源:哭水井 1、北京方庄 美吉姆 2、北京亦庄龙湖美吉姆 3、金源居然之家美吉姆 4、蓝色;人阅读 2024-01-03发布 来源:DONEWS 相关关键词 2023年12月26日,美吉姆北京多家分店被曝关店停业。有孩子家长反映,北京姚家园万象汇中心美吉姆店,前一天还在热热闹闹举办活动,第二",,,unknown,,,auto_reviewer,reviewed
E020,LLM_E020_001,llm_preannotation,学生家长,反映学校食堂食品发霉变质，质疑食堂管理，担忧孩子健康,negative,家长通过微博等渠道曝光食堂食材发霉变质照片，并聚集反映问题，表达对食堂管理和孩子健康的担忧。,ev-01698;ev-01697;ev-01702;ev-01703,supported,accept,学生家长,反映学校食堂食品发霉变质，质疑食堂管理，担忧孩子健康,negative,家长通过微博等渠道曝光食堂食材发霉变质照片，并聚集反映问题，表达对食堂管理和孩子健康的担忧。,ev-01698;ev-01697;ev-01702;ev-01703,supported,,auto_reviewer,,,成都市七中实验学校食堂食品安全事件,LLM_E020_001,学生家长,反映学校食堂食品发霉变质，质疑食堂管理，担忧孩子健康,negative,家长通过微博等渠道曝光食堂食材发霉变质照片，并聚集反映问题，表达对食堂管理和孩子健康的担忧。,ev-01698;ev-01697;ev-01702;ev-01703,unknown,,supported,,,,,"针对成都七中实验学校小学部学生家长近日反映的食堂食品发霉变质问题,成都市温江区人民政府新闻办公室13日在官方微博通报称,温江区相关部门及时赶赴学校进行处理。目前,区市场监管局已对食品原料封存并送检,结;识别二维码进入报名通道 3月12日,有多名学生家长反映成都七中实验学校食堂材料有发霉、变质的情况。网 3月12日,有多名学生家长反映成都七中实验学校食堂材料有发霉、变质的情况。网络中晒出的照片内可见食;根据微博网友爆料,成都七中实验学校食堂内出现了各种发霉变质的水果、冷冻肉,有学生吃了身体出现异常。 网友@袍义酒行 在微博上曝光学校食堂图片 网友晒出了大量照片,照片内可见食堂操作间内脏乱不堪,部;温江区区长马烈红介绍成都七中实验学校食堂管理问题相关情况 各位媒体朋友: 近期,因成都七中实验学校食堂问题引发了学生家长到学校集中反映,质疑食堂的管理,担忧孩子的健康,影响了很多孩子和家长的正常学习生",,,unknown,,,auto_reviewer,reviewed
E020,LLM_E020_002,llm_preannotation,成都市联合调查组,召开新闻发布会，公布调查结果与处理措施，回应公众关切,neutral,联合调查组于3月17日举行新闻发布会，由多个部门负责人介绍事件经过及已采取的措施，旨在公开透明回应社会关注。,ev-00485;ev-01709;ev-01706;ev-01704;ev-01705;ev-00482,supported,accept,成都市联合调查组,召开新闻发布会，公布调查结果与处理措施，回应公众关切,neutral,联合调查组于3月17日举行新闻发布会，由多个部门负责人介绍事件经过及已采取的措施，旨在公开透明回应社会关注。,ev-00485;ev-01709;ev-01706;ev-01704;ev-01705;ev-00482,supported,,auto_reviewer,,,成都市七中实验学校食堂食品安全事件,LLM_E020_002,成都市联合调查组,召开新闻发布会，公布调查结果与处理措施，回应公众关切,neutral,联合调查组于3月17日举行新闻发布会，由多个部门负责人介绍事件经过及已采取的措施，旨在公开透明回应社会关注。,ev-00485;ev-01709;ev-01706;ev-01704;ev-01705;ev-00482,unknown,,supported,,,,,"导读 今天(3月17日)上午10点30分,成都七中实验学校食堂管理问题成都市联合调查组举行新闻发布会,由成都市市场监管局、成都市卫健委、成都市教育局、成都市温江区政府、成都市公安局、四川源坤国科质量检;摘要:今日(3月17日)上午10点30分,成都七中实验学校食堂管理问题成都市联合调查组举行新闻发布会,由成都市市场监管局、成都市卫健委、成都市教育局、成都市温江区政府、成都市公安局、四川源坤国科质量检;今天上午10点30分,成都七中实验学校食堂管理问题成都市联合调查组举行新闻发布会,由成都市市场监管局、成都市卫健委、成都市教育局、成都市温江区政府、成都市公安局、...;“成都七中实验学校食堂管理问题” 事件经过究竟是怎样的? 网上流传的图片是否真实? 家长卧底、维权跳楼是否真有发生? 食堂食材取样调查结果如何? ...... 这些网友关心的问题 今日召开的 成都七中;上午10点30分,成都七中实验学校食堂管理问题成都市联合调查组举行新闻发布会,由成都市市场监管局、成都市卫健委、成都市教育局、成都市温江区政府、成都市公安局、四川源坤国科质量检验有限公司等单位负责人,;红星新闻 ”(ID:cdsbnc 成都商报-红星新闻记者 潘俊文 杜玉全、 监控视频提供:成都市市场监督管理局 )、“南方都市报”(ID:nddaily) 导读 今天(3月17日)上午10点30分,成",,,unknown,,,auto_reviewer,reviewed
E020,LLM_E020_003,llm_preannotation,四川省教育厅,高度重视事件，立即派出工作组会同成都市教育局进行核查处置,positive,教育厅在事件发生后第一时间派出工作组前往学校，会同当地教育部门开展核查，并承诺及时通报进展。,ev-01691;ev-01693,supported,accept,四川省教育厅,高度重视事件，立即派出工作组会同成都市教育局进行核查处置,positive,教育厅在事件发生后第一时间派出工作组前往学校，会同当地教育部门开展核查，并承诺及时通报进展。,ev-01691;ev-01693,supported,,auto_reviewer,,,成都市七中实验学校食堂食品安全事件,LLM_E020_003,四川省教育厅,高度重视事件，立即派出工作组会同成都市教育局进行核查处置,positive,教育厅在事件发生后第一时间派出工作组前往学校，会同当地教育部门开展核查，并承诺及时通报进展。,ev-01691;ev-01693,unknown,,supported,,,,,"3月12日,部分学生家长反映成都七中实验学校食堂有关问题。教育厅对此高度重视,立即派出工作组前往成都七中实验学校会同成都市教育局进行核查处置,有关调查核实和相关工作跟进情况,将及时通报。同时,已要求各;3月12日,部分学生家长反映成都七中实验学校食堂有关问题。教育厅对此高度重视,立即派出工作组前往成都七中实验学校会同成都市教育局进行核查处置,有关调查核实和相关工作跟进情况,将及时通报。同时,已要求各",,,unknown,,,auto_reviewer,reviewed
E020,LLM_E020_004,llm_preannotation,市场监管总局,高度关注事件，要求四川省市场监管部门按地方政府部署依法处置,neutral,市场监管总局关注到事件后，要求省级市场监管部门配合地方党委政府依法妥善处理，确保食品安全。,ev-01695,supported,accept,市场监管总局,高度关注事件，要求四川省市场监管部门按地方政府部署依法处置,neutral,市场监管总局关注到事件后，要求省级市场监管部门配合地方党委政府依法妥善处理，确保食品安全。,ev-01695,supported,,auto_reviewer,,,成都市七中实验学校食堂食品安全事件,LLM_E020_004,市场监管总局,高度关注事件，要求四川省市场监管部门按地方政府部署依法处置,neutral,市场监管总局关注到事件后，要求省级市场监管部门配合地方党委政府依法妥善处理，确保食品安全。,ev-01695,unknown,,supported,,,,,"据市场监管总局网站3月13日消息,澎湃新闻(www.thepaper.cn)记者了解到,市场监管总局高度关注四川省成都市七中实验学校食堂食品原料存在的问题,已经要求四川省市场监管部门按照地方党委、政府",,,unknown,,,auto_reviewer,reviewed
E020,LLM_E020_005,llm_preannotation,温江区政府,通报事件处理进展，封存食品原料并送检,positive,温江区政府新闻办公室在官方微博通报称，相关部门已赶赴学校处理，区市场监管局对食品原料封存送检。,ev-01698,supported,accept,温江区政府,通报事件处理进展，封存食品原料并送检,positive,温江区政府新闻办公室在官方微博通报称，相关部门已赶赴学校处理，区市场监管局对食品原料封存送检。,ev-01698,supported,,auto_reviewer,,,成都市七中实验学校食堂食品安全事件,LLM_E020_005,温江区政府,通报事件处理进展，封存食品原料并送检,positive,温江区政府新闻办公室在官方微博通报称，相关部门已赶赴学校处理，区市场监管局对食品原料封存送检。,ev-01698,unknown,,supported,,,,,"针对成都七中实验学校小学部学生家长近日反映的食堂食品发霉变质问题,成都市温江区人民政府新闻办公室13日在官方微博通报称,温江区相关部门及时赶赴学校进行处理。目前,区市场监管局已对食品原料封存并送检,结",,,unknown,,,auto_reviewer,reviewed
E021,LLM_E021_001,llm_preannotation,无锡市医保局,对骗保问题全面彻查并取消医院医保定点资格,positive,官方通报已立案、彻查，并于9月22日取消医保定点资格，公安机关刑事立案。,ev-00502;ev-01714,supported,accept,无锡市医保局,对骗保问题全面彻查并取消医院医保定点资格,positive,官方通报已立案、彻查，并于9月22日取消医保定点资格，公安机关刑事立案。,ev-00502;ev-01714,supported,,auto_reviewer,,,无锡虹桥医院涉嫌欺诈骗保事件,LLM_E021_001,无锡市医保局,对骗保问题全面彻查并取消医院医保定点资格,positive,官方通报已立案、彻查，并于9月22日取消医保定点资格，公安机关刑事立案。,ev-00502;ev-01714,unknown,,supported,,,,,"9月21日,有媒体报道江苏省无锡市民营医疗机构无锡虹桥医院涉嫌骗保。22日,无锡市医保局通报,该局正会同公安、卫健等部门进行全面彻查,将依法依规严肃查处。 据总台中国之声报道,近日,无锡虹桥医院放射影;无锡市医保局9月24日发布情况通报:近日,我局会同公安、卫健等部门继续对无锡虹桥医院涉嫌骗取医保问题进行全面调查,目前该医院骗保情况基本查实。9月22日,我局取消其医保定点资格,公安机关刑事立案。",,,unknown,,,auto_reviewer,reviewed
E021,LLM_E021_002,llm_preannotation,国家医保局,通报骗保案细节，强调零容忍并派出飞行检查组,positive,国家医保局通报涉案金额2228.4万元（其中欺诈骗保1179.2万元），派出飞行检查组，表达严厉打击态度。,ev-01712;ev-00501,supported,accept,国家医保局,通报骗保案细节，强调零容忍并派出飞行检查组,positive,国家医保局通报涉案金额2228.4万元（其中欺诈骗保1179.2万元），派出飞行检查组，表达严厉打击态度。,ev-01712;ev-00501,supported,,auto_reviewer,,,无锡虹桥医院涉嫌欺诈骗保事件,LLM_E021_002,国家医保局,通报骗保案细节，强调零容忍并派出飞行检查组,positive,国家医保局通报涉案金额2228.4万元（其中欺诈骗保1179.2万元），派出飞行检查组，表达严厉打击态度。,ev-01712;ev-00501,unknown,,supported,,,,,"10月8日,央视新闻报道,国家医保局通报无锡虹桥医院骗保案。检查发现,该院涉嫌违规使用医保基金2228.4万元,其中涉嫌欺诈骗保1179.2万元。案件特点为团伙作案、全链条造假、计件提成等。目前,当地;国家医保局通报无锡虹桥医院涉嫌欺诈骗保情况 2024-10-09 11:23:11 看看新闻Knews记者 胡苏青 近日,江苏省无锡虹桥医院涉嫌欺诈骗保相关情况被曝光,引起社会广泛关注。国家医保局8",,,unknown,,,auto_reviewer,reviewed
E021,LLM_E021_003,llm_preannotation,举报医生（朱医生）,实名举报无锡虹桥医院伪造病历骗保,negative,举报者朱医生向媒体反映医院系统中存在疑似伪造影像病历，引发调查。,ev-01722,supported,accept,举报医生（朱医生）,实名举报无锡虹桥医院伪造病历骗保,negative,举报者朱医生向媒体反映医院系统中存在疑似伪造影像病历，引发调查。,ev-01722,supported,,auto_reviewer,,,无锡虹桥医院涉嫌欺诈骗保事件,LLM_E021_003,举报医生（朱医生）,实名举报无锡虹桥医院伪造病历骗保,negative,举报者朱医生向媒体反映医院系统中存在疑似伪造影像病历，引发调查。,ev-01722,unknown,,supported,,,,,"近日,一则关于无锡虹桥医院涉嫌欺诈骗保的新闻引起了社会广泛关注。国家医保局对此迅速响应,派出飞行检查组对该院进行专项核查,并指导江苏省医保局对无锡市下辖所有区县的定点医药机构进行全面排查。举报者朱医生",,,unknown,,,auto_reviewer,reviewed
E022,LLM_E022_001,llm_preannotation,武当山特区卫健局、市场监管局、公安局,依法立案并开展全面调查，感谢公众关注，承诺公布结果,neutral,官方通报直接表明已立案调查并感谢公众,ev-00521;ev-00517;ev-00520,supported,accept,武当山特区卫健局、市场监管局、公安局,依法立案并开展全面调查，感谢公众关注，承诺公布结果,neutral,官方通报直接表明已立案调查并感谢公众,ev-00521;ev-00517;ev-00520,supported,,auto_reviewer,,,湖北武当山药王谷“抗癌中心”调查事件,LLM_E022_001,武当山特区卫健局、市场监管局、公安局,依法立案并开展全面调查，感谢公众关注，承诺公布结果,neutral,官方通报直接表明已立案调查并感谢公众,ev-00521;ev-00517;ev-00520,unknown,,supported,,,,,"2024年12月2日,武当山特区卫生健康局、武当山特区市场监督管理局、武当山特区公安局发布情况通报:感谢广大网友对“药王谷抗癌中心调查”事件的关注。武当山特区高度重视,特区相关部门对此事前期已依法立案;12月2日晚,武当山特区卫生健康局、武当山特区市场监督管理局、武当山特区公安局发布情况通报:感谢广大网友对“药王谷抗癌中心调查”事件的关注。武当山特区高度重视,特区相关部门对此事前期已依法立案,正在开;【大河财立方消息】12月2日晚,武当山特区卫生健康局、武当山特区市场监督管理局、武当山特区公安局发布情况通报:感谢广大网友对“药王谷抗癌中心调查”事件的关注。武当山特区高度重视,特区相关部门对此事前期",,,unknown,,,auto_reviewer,reviewed
