event_id,tuple_id,stakeholder,opinion,sentiment,rationale,stakeholder_cluster_id,stakeholder_aliases,canonical_tuple,opinion_split_reason,event_chain,evidence_ids,evidence_texts,evidence_source_types,evidence_urls,evidence_titles,evidence_dates,independent_source_count,confidence_route,required_action,adjudication_priority_score,priority_bucket,priority_reason,review_decision,revised_stakeholder,revised_opinion,revised_sentiment,revised_rationale,revised_evidence_ids,reviewer_note,reviewer_id,adjudication_status,annotator_id
E004,LLM_CANON_E004_003,横沙旧村改造范围内房屋权属人,同意《横沙“城中村”拆迁安置补偿方案》。,positive,黄埔区政府通告明确表述改造范围内房屋权属人同意相关拆迁安置补偿方案。,SC_E004_003,改造范围内房屋权属人;房屋权属人,True,,,ev-00080;ev-00086;ev-00087,广州市黄埔区人民政府关于 横沙旧村改造项目 剩余地块(除一、二期以外的地块) 改造的通告 横沙旧村改造项目剩余地块(除一、二期以外的地块)改造范围内房屋权属人同意《横沙“城中村”拆迁安置补偿 方案》 ||| 穗埔府规〔2020〕18号 广州市黄埔区人民政府关于横沙旧村改造项目剩余地块(除一、二期以外的地块)改造的通告 横沙旧村改造项目剩余地块(除一、二期以外的地块)改造范围内房屋权属人同意《横沙“城中村” ||| 穗埔府规〔2020〕18号 广州市黄埔区人民政府关于横沙旧村改造项目剩余地块(除一、二期以外的地块)改造的通告 横沙旧村改造项目剩余地块(除一、二期以外的地块)改造范围内房屋权属人同意《横沙“城中村”,official ||| official ||| official,http://www.hp.gov.cn/gzjg/qzfgwhgzbm/qzfbgs/content/post_6835249.html ||| http://www.gz.gov.cn/gfxwj/qjgfxwj/hpq/qf/content/post_6817133.html ||| https://gz.gov.cn/gfxwj/qjgfxwj/hpq/qf/content/post_6817133.html,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_CANON_E007_001,蓝色康园小区业主,业主反映并质疑小区物业存在多项管理问题，包括物业费从每平方米一块多涨到两块多且未见新合同、疑似占用公共空间作宿舍、在公共区域堆放杂物，以及相关水电费未公示并可能被计入公摊向全体业主收费。,negative,证据显示业主向媒体反映物业费上涨且看不到新合同，并质疑物业占用公共空间作宿舍、公共区域堆物及水电费未公示和公摊问题。,SC_E007_001,业主;业主们;广州海珠区蓝色康园小区的业主,True,,,ev-00137;ev-00139,"近日,广州海珠区蓝色康园小区的业主向新快报记者反映,小区物业疑似占用公共空间做宿舍,并在公共区域堆放杂物等,且当中产生的水电费并没有公示,业主们怀疑这些费用被均算,作为公摊费用向所有业主进行收费。记者 ||| 业主反映蓝色康园物业方存在多种问题,市物管协会正在督促该小区物业方尽快整改 原本每平方米一块多的物业费,如今涨到了两块多,又看不到新合同,业主们怀疑物业偷偷涨价。前段时间,广州市海珠区赤岗街道蓝色康园",mainstream_news ||| mainstream_news,http://api.app.anhuinews.com/content/8545252.html ||| https://k.sina.com.cn/article_1652484947_627eeb5302001q30e.html?from=news&subch=onews,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E009,LLM_CANON_E009_001,绿地新都会小区公租房住户,反映同小区至少上百个停车位被商品房业主圈占，导致公租房住户停车困难。,negative,多条报道均称绿地新都会小区公租房住户向媒体反映车位被商品房业主圈占并造成停车困难。,SC_E009_001,公租房住户;深圳某公租房小区的住户;他们所住小区内的公租房住户,True,,,ev-00205;ev-01536;ev-01538,"据此前报道,近日,深圳市光明区绿地新都会小区的公租房住户反映,该小区至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 官方资料显示,绿地新都会小区是光明区2022年第一批次公共租赁住房 ||| 央广网北京4月28日消息(记者张胜坡)近日,深圳某公租房小区的住户向央广网反映,他们所住小区内,至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 该小区是深圳市光明区光明街道光明大街的 ||| 近日,深圳某公租房小区的住户向央广网反映,他们所住小区内, 至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 该小区是深圳市光明区光明街道光明大街的“绿地新都会”。官方资料显示,“绿地",public_web ||| public_web ||| public_web,https://news.cnr.cn/dj/20240429/t20240429_526687945.shtml ||| https://news.cnr.cn/dj/20240428/t20240428_526685236.shtml ||| https://web.shobserver.com/wx/detail.do?id=743731,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E011,LLM_CANON_E011_002,江西工业职业技术学院及涉事食堂,事件初期将学生餐食中发现的异物解释或声明为“鸭脖子”。,negative,证据提到食堂当即解释异物是鸭脖子，且后续调查结果与这一说法相反；另有证据称涉事学校此前调查声明已不见。,SC_E011_002,江西工业职业技术学院;江西工业职业学院;江西职院;涉事学校;食堂,True,,,ev-00242;ev-00246,"江西工业职业技术学院icon,学生就餐惊现“鼠头”!!!食堂当即给出解释,是鸭脖子。随后,当地市场监督管理局给出反复检验的结论,也是鸭脖子。不过根据现场的照片,这鸭脖子也太挑战网友们的视觉神经了,长着 ||| 6月17日,广受社会关注的“鼠头鸭脖”事件的官方调查结果盖棺定论,据国内权威动物专家专业辨识,该异物为老鼠类啮齿动物头部。在此之后,网友发现此前涉事学校的调查声明已经不见。有律师发言:学生可以十倍索赔",social_media ||| social_media,https://www.toutiao.com/article/7240978888246018600/ ||| https://www.163.com/dy/article/I7ESNDE2055616LO.html?spss=dy_author,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E012,LLM_CANON_E012_004,长丰学校,长丰学校方面回应称事件正在调查处理；校长曾回应称如涉事人员犯罪则由法律处理。,neutral,证据中学校工作人员对媒体表示事件正在调查处理，另有报道提到校长关于法律追责的回应。,SC_E012_004,涉事学校;昆明官渡区长丰学校;云子中学长丰学校;长丰中学,True,,,ev-01593;ev-01602,"导读:近日,云南昆明云子中学长丰学校食堂疑提供臭肉给学生食用。校长回应:“如果他犯罪了,有法律来管他。”湖南通程律师事务所刘琳律师解读:学校应承担相应责任,涉事企业可能面临民事、行政、刑事等多重责任。 ||| 10月16日,有家长发视频曝光称,昆明官渡区一学校食堂生肉有臭味,质疑食材不新鲜。 家长称食堂生肉有臭味 (来源:视频截图) 16日下午,涉事学校工作人员对极目新闻记者表示,此事正在调查处理,是否为“",mainstream_news ||| mainstream_news,https://law.rednet.cn/content/646854/69/6421.html ||| https://news.ifeng.com/c/8djfStyLGZl,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E020,LLM_CANON_E020_004,国家市场监督管理总局,高度关注成都七中实验学校食堂食品原料问题，要求四川省市场监管部门按地方部署配合教育等部门迅速调查，依法严肃查处食品安全违法违规行为，并举一反三。,neutral,证据明确称市场监管总局高度关注该校食堂食品原料问题，并已要求四川省市场监管部门配合教育等部门迅速调查、依法查处违法违规行为。,SC_E020_004,市场监管总局,True,,,ev-01694;ev-01695,"市场监管总局高度关注四川省成都市七中实验学校食堂食品原料存在的问题,已经要求四川省市场监管部门按照地方党委、政府的部署,加强与教育等部门的配合,迅速开展调查,依法严肃查处食品安全违法违规行为,举一反三 ||| 据市场监管总局网站3月13日消息,澎湃新闻(www.thepaper.cn)记者了解到,市场监管总局高度关注四川省成都市七中实验学校食堂食品原料存在的问题,已经要求四川省市场监管部门按照地方党委、政府",mainstream_news ||| mainstream_news,https://www.kankanews.com/detail/M8Q8og0oqyL ||| https://www.thepaper.cn/newsDetail_forward_3129164,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E031,LLM_CANON_E031_008,相关高校保卫部门,相关高校保卫部门以明尚西苑火灾为警示，要求师生员工和住户汲取教训、消除安全隐患。,positive,证据中高校安全通知均提到南京明尚西苑火灾造成重大伤亡，并要求从事故中汲取教训、消除安全隐患。,SC_E031_007,江苏农牧科技职业学院保卫处;高校保卫处;学校安全管理部门,True,,,ev-00748;ev-01866;ev-01867,"全校师生员工: 近期,南京雨花台区明尚西苑居民楼发生火灾事故,造成重大人员伤亡。经初步分析,火灾为建筑地面架空层停放电动自行车处起火引发,具体原因正在进一步调查。 为从事故中汲取教训,消除安全隐患,现 ||| 全校师生员工: 近期,南京雨花台区明尚西苑居民楼发生火灾事故,造成重大人员伤亡。经初步分析,火灾为建筑地面架空层停放电动自行车处起火引发,具体原因正在进一步调查。 为从事故中汲取教训,消除安全隐患,现 ||| 全校各单位、家属区各住户: 2024 年 2 月 23 日凌晨,南京市雨花台区明尚西苑小区发生火灾,经初步分析,火灾原因为 6 栋建筑地面架空层电动自行车停放处起火引起,火势通过楼道、管道井向上迅速蔓",public_web ||| public_web ||| public_web,http://www.jsahvc.edu.cn/bwc/2024/0225/c1668a148355/page.htm ||| http://www.jsahvc.edu.cn/bwc/2024/0225/c1679a148355/page.htm ||| https://bwc.hist.edu.cn/info/2085/6347.htm,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E035,LLM_CANON_E035_001,仁和街道及良渚街道部分受影响居民和网友,反映自来水出现发臭或明显异味，并有人怀疑污水进入自来水管网，表达对供水安全的担忧。,negative,证据显示7月16日有市民反映自来水气味发臭并怀疑污水进入管网，社交平台也有不少网友反映良渚街道自来水有臭味且问题持续近15小时。,SC_E035_001,杭州市余杭区市民;仁和街道及良渚街道部分区域居民;不少网友;良渚街道网友,True,,,ev-00835;ev-01930,"7月16日,杭州余杭区有市民反映自来水气味发臭,怀疑有污水进入自来水管网。7月17日,杭州余杭水务控股集团有限公司工作人员称,自来水有异味系水源出现异常,非污水进入管网,除有异味外自来水指标正常,16 ||| 近日,在社交平台不少网友反映杭州良渚街道自来水有臭味据澎湃新闻,记者从采访中了解到,7月16日上午9时起,杭州市余杭区仁和街道及良渚街道部分区域自来水出现明显异味。问题持续近15小时,直至当晚12点左",mainstream_news ||| mainstream_news,https://www.bjnews.com.cn/detail/1752735643129184.html ||| https://news.qq.com/rain/a/20250718A0B5I500,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E035,LLM_CANON_E035_002,杭州余杭水务控股集团有限公司,回应称自来水异味系水源异常所致，并非污水进入管网；除异味外自来水指标正常，且已切换水源、仁和水厂主管网恢复正常。,neutral,水务公司工作人员明确否认污水进入管网并称指标正常；后续通报称已切换水源、仁和水厂主管网恢复正常。,SC_E035_002,余杭水务控股集团有限公司;杭州余杭水务控股集团有限公司工作人员;该公司,True,,,ev-00835;ev-01928,"7月16日,杭州余杭区有市民反映自来水气味发臭,怀疑有污水进入自来水管网。7月17日,杭州余杭水务控股集团有限公司工作人员称,自来水有异味系水源出现异常,非污水进入管网,除有异味外自来水指标正常,16 ||| 7月16日上午,杭州市余杭区仁和街道及良渚街道部分区域出现自来水气味异常。 继7月16日晚,余杭水务控股集团有限公司回应后,7月17日该公司再次发布情况通报称,7月16日切换水源,仁和水厂主管网恢复正",mainstream_news ||| mainstream_news,https://www.bjnews.com.cn/detail/1752735643129184.html ||| https://k.sina.com.cn/article_1617264814_606580ae02002bhow.html?from=news&subch=onews,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E036,LLM_CANON_E036_001,滁州市生态环境局,就滁河水质污染、鱼虾死亡情况发布通报，说明现场调查发现死鱼漂浮和部分河段发黑，并称经监测溯源后公安机关已对相关涉案人员立案调查。,neutral,多条新闻和官方转述均称滁州市生态环境局于5月27日发布通报，披露污染现场情况、监测溯源和立案调查信息。,SC_E036_001,安徽省滁州市生态环境局;滁州市环保部门,True,,,ev-00856;ev-00858;ev-00860;ev-00861,"5月27日,安徽滁州市生态环境局通报“滁河水质出现污染”事件,公安机关已对相关涉案人员进行立案调查。经调查,滁河全椒县荒草圩至襄河口闸段、南京浦口段有死鱼漂浮,部分河段水体发黑。经监测溯源,位于全椒经 ||| 5月27日上午,安徽省滁州市生态环境局就媒体报道滁河水质出现污染、有鱼虾死亡现象发布情况通报。 据现场调查发现,滁河全椒县境内荒草圩至襄河口闸段、南京市浦口区段水面有死鱼漂浮,部分河段水体发黑。经监测 ||| 安徽滁河水质异常情况通报: 污染源确定,对涉案人员立案调查 5月27日上午,安徽省滁州市生态环境局就媒体报道滁河水质出现污染、有鱼虾死亡现象发布情况通报。 据现场调查发现,滁河全椒县境内荒草圩至襄河口 ||| 5月27日上午,安徽省滁州市生态环境局就媒体报道滁河水质出现污染、有鱼虾死亡现象发布情况通报。 据现场调查发现,滁河全椒县境内荒草圩至襄河口闸段、南京市浦口区段水面有死鱼漂浮,部分河段水体发黑。经监测",mainstream_news ||| mainstream_news ||| mainstream_news ||| mainstream_news,https://www.bjnews.com.cn/detail/1716779459129399.html ||| https://finance.sina.com.cn/wm/2024-05-27/doc-inawsinm3774351.shtml ||| https://kan.china.com/article/2635402_3.html ||| https://finance.sina.com.cn/jjxw/2024-05-27/doc-inawrsqt3935832.shtml,,,3,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E036,LLM_CANON_E036_003,安徽滁河水体污染联合调查组,发布处置进展通报，认定污染源与全椒经开区滁州富信石油助剂有限公司原料仓库火灾造成部分污染物质外泄有关。,neutral,5月29日通报称污染源于滁州富信石油助剂有限公司原料仓库火灾，部分污染物外泄影响滁河水质。,SC_E036_003,联合调查组;安徽滁河水体污染处置进展通报发布方,True,,,ev-01933;ev-01935,"内容提要: 据“美好滁州”微信公众号消息,安徽滁河水体污染联合调查组29日发布《关于滁河水体污染处置进展情况的通报》称,近日,由于安徽省滁州市全椒经开区的滁州富信石油助剂有限公司原料仓库发生火灾,部分 ||| 2024年5月29日,安徽省滁州市针对近期滁河水体污染事件发布了处置进展通报。此次污染源于全椒经开区内的滁州富信石油助剂有限公司原料仓库的一场火灾。火灾导致部分污染物质外泄,进而影响了滁河水质,造成了",social_media ||| social_media,http://news.enorth.com.cn/system/2024/05/29/056467563.shtml ||| https://www.toutiao.com/article/7374296895780291082/,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E036,LLM_CANON_E036_005,公安机关,对滁河污染事件相关涉案人员进行立案调查。,neutral,生态环境局通报和央视报道均提到公安机关已对相关涉案人员立案调查。,SC_E036_005,警方;公安部门,True,,,ev-00856;ev-00863,"5月27日,安徽滁州市生态环境局通报“滁河水质出现污染”事件,公安机关已对相关涉案人员进行立案调查。经调查,滁河全椒县荒草圩至襄河口闸段、南京浦口段有死鱼漂浮,部分河段水体发黑。经监测溯源,位于全椒经 ||| 5月11日,全椒县发生约50毫米降雨,尚未清理完毕残留在沟渠和管网内的污水经雨水径流进入襄河、滁河,造成部分河段水体浑浊、黑臭,溶解氧下降,鱼虾死亡。公安机关已对相关涉案人员进行立案调查。",mainstream_news ||| mainstream_news,https://www.bjnews.com.cn/detail/1716779459129399.html ||| https://news.cctv.com/2024/05/27/ARTInGjVY8GRhd5t5aJybw9Y240527.shtml,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E037,LLM_CANON_E037_002,北京市人民政府新闻办公室及市公安局、市卫健委、市消防救援总队、丰台区政府,举行长峰医院火灾事故情况通报会，通报事故情况并答记者问，现场为遇难人员默哀。,neutral,多条新闻证据提到4月19日北京市召开事故情况通报会，市公安局、市卫健委、市消防救援总队、丰台区政府相关负责人通报并答问，现场全体起立为遇难人员默哀。,SC_E037_002,北京市人民政府新闻办公室;北京市公安局;北京市卫健委;北京市消防救援总队;丰台区政府;相关负责人,True,,,ev-00895;ev-00896;ev-00897,"4月19日,北京举行长峰医院火灾事故情况通报会,北京市公安局、市卫健委、市消防救援总队、丰台区政府相关负责人通报情况并答记者问。 澎湃新闻记者 史含伟 编辑 胡岑 实习生 代傲辰 责任编辑: 顾亚敏 ||| 大象新闻 怀抱梦想,脚踏实地!求助报料热线:0371-6588 8888 4月19日,北京,长峰医院火灾事故情况通报会,现场人员全体起立为遇难人员默哀 ||| 4月18日12时57分,北京市丰台区消防救援支队接警,北京长峰医院住院部东楼发生火情。今天,北京市人民政府新闻办公室举行长峰医院火灾事故情况通报会,市公安局、市卫健委、市消防救援总队、丰台区政府相关负",mainstream_news ||| mainstream_news ||| mainstream_news,https://www.thepaper.cn/newsDetail_forward_22761288 ||| https://news.sohu.com/a/668157670_120347736 ||| https://news.bjd.com.cn/2023/04/19/10404128.shtml,,,3,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E037,LLM_CANON_E037_004,北京长峰医院,被指出在事故前已存在严重消防安全隐患，且在事故中存在未按规定履行消防安全主体责任、应急准备和施工现场安全管理缺失等问题。,negative,证据称主管部门2月消防例行检查已查出火灾报警系统、水泵、喷淋泵、排烟风机等安全问题；另有证据列出未履行消防安全主体责任、施工现场安全管理缺失等主要问题。,SC_E037_004,长峰医院;北京丰台长峰医院;事故单位,True,,,ev-00903;ev-00904,"存在的主要问题: 1未落实施工现场安全管理职责; 2未按规定履行消防安全主体责任; 3未按规定开展应急准备及应急处置; 4施工现场安全管理缺失; 5未吸取火灾事故案例教训。 事故主要教训: 1防范化解 ||| 今年2月份的主管部门消防例行检查中,长峰医院就被查出有严峻的安全隐患。如官方列出的火灾自动报警系统主机无信号反馈,还有水泵未正常启动、喷淋泵不能正常启动,排烟风机运作失灵等安全问题。主管部门还对长峰医",social_media ||| social_media,https://www.toutiao.com/article/7314126275315122698/ ||| https://www.163.com/dy/article/I300M2KI05561JHJ.html,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E037,LLM_CANON_E037_005,社会公众和网络评论者,对长峰医院火灾造成重大伤亡表示高度关注和担忧，认为医院防火措施本应严密，事件需要高度重视、深入分析和反思。,negative,公共社交和评论类证据称事故引发社会广泛关注，认为作为医院防火措施应严密，火灾造成患者伤亡，需要高度重视、深入分析，并为北京医疗行业敲响安全警钟。,SC_E037_005,社会各界;人们;网络公众;网民,True,,,ev-00898;ev-00900;ev-00906,"然而,昨天(18日)下午开始,在网络上传出,位于北京丰台的长峰医院发生火灾,导致人员伤亡;一时间,引发社会广泛关注。对此,相关部门第一时间介入给予处置。“民声君”今天(19日)午后从“4·18长峰医院 ||| 北京长峰医院火灾是一场引起人们高度关注的重大灾难事件,需要予以高度重视和深入分析。首先,作为一家医院,其防火措施应该是严密的,但由于某些原因,火灾还是发生了,造成了多名患者的伤亡。 ||| 近日,北京长峰医院发生了一起火灾事件,造成了严重的人员伤亡和财产损失。这起事件对医院和患者造成了极大的影响,引起社会各界的广泛关注和深入反思,更为北京医疗行业敲响了安全的警钟。 首先,我们要感叹勇敢的",social_media ||| social_media ||| social_media,https://www.163.com/dy/article/I2MOIBT50525PDMG.html ||| https://www.toutiao.com/article/7223769255425327677/ ||| https://www.163.com/dy/article/I31CSOIV0532JVK3.html,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E037,LLM_CANON_E037_006,医务工作者和医院管理层,应以长峰医院火灾为警示，吸取教训，加强火灾安全意识、火灾防控、应急预案评估更新和全员消防演练。,negative,培训和总结类材料提出医务工作者必须引以为戒、吸取教训、加强火灾安全意识和防控；另有材料建议医院管理层定期评估更新火灾应急预案并组织全员演练。,SC_E037_006,医务工作者;医院管理层;医疗机构,True,,,ev-00905;ev-00907;ev-00909,"长峰医院火灾警示教育总结 长峰医院这次火灾事故发生后,给我们带来了深刻的教育和警示。作为一名医务工作者,我们必须引以为戒,吸取教训,加强火灾安全意识,做好火灾防控工作。 首先,火灾的预防和防控必须得到 ||| 火灾应急预案和演练&mdash;&mdash;全员参与,全部合格:院内火灾本属于医院常见风险事件,应纳入医院日常应急预案范围,医院管理层应定期评估和更新火灾应急预案,并且定期组织火灾演练,做到全员覆盖 ||| 医疗机构消防安全管理 与应急处置措施 医院消防现状 医院消防法律法规 医院消防体系 目录 医院消防设施 Content 医院消防主要问题 医院火灾应急处置 个人建议 01医院消防现状 Currents",public_web ||| public_web ||| public_web,https://max.book118.com/html/2023/1206/8015072072006013.shtm ||| https://www.thinkdid.com/summaryAbout/46A2XZ4BXY.html ||| https://max.book118.com/html/2024/0816/7004160141006143.shtm,,,2,silver_candidate,standard_review,0.120,low,single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E001,LLM_CANON_E001_001,广州市白云区政府及三元里街道相关部门,发布并推进三元里村城中村改造补偿安置方案，明确村民安置房全部回迁在三元里街辖内，对符合条件并选择安置的集体土地村民住宅按“拆一补一”、不超过280平方米核定安置面积，并启动征收推进和签约激励安排。,neutral,多条官方及新闻证据显示，白云区印发补偿安置方案并说明回迁范围、安置面积核定原则；后续报道还提到征收工作组进驻和签约激励政策。,SC_E001_001,广州市白云区;白云区政府;广州市白云区政府;三元里街;三元里街道;区土地开发中心;区征地办,True,,,ev-00001;ev-00002;ev-00004;ev-00007;ev-00008;ev-00009;ev-00010;ev-00015;ev-00022;ev-00029;ev-00030,"1月10日,记者从广州市白云区获悉,根据已批复的三元里村城中村改造方案,村民的安置房全部回迁在改造范围内,即三元里街辖内。对于集体土地上的村民住宅,符合“一户一宅”等安置条件且选择安置的,按照“拆一补 ||| 南都讯1月10日,南都记者获悉,根据已批复的广州市白云区三元里村城中村改造方案,村民的安置房全部回迁在改造范围内,即三元里街辖内。对于集体土地上的村民住宅,符合“一户一宅”等安置条件且选择安置的,按照 ||| 1月10日,记者从广州市白云区获悉,根据已批复的三元里村城中村改造方案,村民的安置房全部回迁在改造范围内,即三元里街辖内。对于集体土地上的村民住宅,符合“一户一宅”等安置条件且选择安置的,按照“拆一补 ||| 记者近日从广州市白云区三元里街了解到,根据已批复的三元里村城中村改造方案,村民的安置房全部回迁在改造范围内,即三元里街辖内。对于集体土地上的村民住宅,符合“一户一宅”等安置条件且选择安置的,按照“拆一 ||| 对于集体土地上的村民住宅,符合“一户一宅”等安置条件且选择安置的,按照“拆一补一”的原则,按房屋实测面积且不超过280平方米进行核定安置面积。日前,白云区政府印发三元里村城中村改造项目土地及房屋征收补 ||| 按照“拆一补一”原则核定安置面积,最高补偿7590元/平方米 三元里村改造效果图。通讯员供图 近日,南都记者获悉,根据已批复的广州市白云区三元里村城中村改造方案,村民的安置房全部回迁在改造范围 ||| 经过长达十年的停滞,广州市白云区三元里村的旧城改造项目迎来了实质性进展。根据最新消息,白云区已成立13个征收工作组进驻三元里村,正式启动征拆工作。居民对这一变化感到振奋,已有多人主动前往工作组咨询征收 ||| 云府办〔2025〕11号 三元里街、景泰街道办事处,区土地开发中心(区征地办)、区规划和自然资源分局、区公安分局、区民政局、区司法局、区财政局、区人力资源社会保障局、市生态环境局白云分局、区住房建设交 ||| 先签约有大礼包派送三元里村城中村改造项目又有新进展啦!近日“三元里村城中村改造项目激励政策”出炉5月10日前签约的村民将可享受三重奖励涵盖奖励金额1万元50年车位使用权、优先选房权另外三元里辖内批发市 ||| 三元里村城中村改造项目补偿安置方案已印发 三元里村城中村改造项目效果图 广州日报全媒体记者庄小龙 通讯员郑少敏 摄 广州日报讯 (全媒体记者汤南 通讯员周亚君、郑少敏)1月10日,记者从广州市白 ||| 根据安置补偿方案,三元里村住宅部分原则上采用“先补偿,后回购公寓式住宅安置房”的形式实施安置。权属人若在监理单位出具正式报告之日起3个月内签约并按约定交房,可额外获得补偿金额15%的搬迁奖励,即最高7",official ||| mainstream_news ||| mainstream_news ||| mainstream_news ||| mainstream_news ||| public_web ||| mainstream_news ||| official ||| mainstream_news ||| mainstream_news ||| mainstream_news,https://www.gz.gov.cn/zwfw/zxfw/zffw/content/post_10072842.html ||| https://new.qq.com/rain/a/20250110A0A91Z00 ||| https://cbgc.scol.com.cn/news/5841550 ||| https://new.qq.com/rain/a/20250112A01OVR00 ||| https://new.qq.com/rain/a/20250112A01PZS00 ||| https://ipaper.oeeee.com/ipaper/G/html/2025-01/15/content_571.htm ||| https://www.sohu.com/a/881537084_121885030 ||| https://www.by.gov.cn/zwgk/zdlyxxgkzl/zdxxgkzl/zdbcazfaggxx/content/post_10077363.html ||| https://new.qq.com/rain/a/20250425A06LSH00 ||| https://gzdaily.dayoo.com/h5/html5/2025-01/11/content_866_877324.htm?curr= ||| https://new.qq.com/rain/a/20250115A01AAY00,,,7,silver_candidate,standard_review,0.000,low,low_risk,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E001,LLM_CANON_E001_002,三元里村村民和居民,对三元里村城中村改造总体表现出支持和期待，居民对征拆启动感到振奋并有人主动前往工作组咨询，相关材料还称居民同意城中村改造比率超过80%。,positive,证据显示居民对征拆启动“感到振奋”并主动咨询，另有材料称改造同意率超过80%，街道负责人也提到老百姓的信任与期待。,SC_E001_002,村民;居民;老百姓;权属人;三元里城中村的居民,True,同一居民群体对改造本身的总体支持与其对补偿方案的支持度属于不同态度对象，因此拆分为独立 tuple。,,ev-00010;ev-00023;ev-00028,"经过长达十年的停滞,广州市白云区三元里村的旧城改造项目迎来了实质性进展。根据最新消息,白云区已成立13个征收工作组进驻三元里村,正式启动征拆工作。居民对这一变化感到振奋,已有多人主动前往工作组咨询征收 ||| 属于白云新城辐射带的三元里村,改造已是大势所趋。截至5月30日,三元里城中村的居民同意城中村改造比率超过了80%,拆迁补偿方案支持比率为33.62%。城中村改造,集体和居民最直接的得益是什么?改造后, ||| 据三元里街有关负责人介绍,在三元里村城中村改造停滞十年的背景下,该街终于迎来三元里村整村的改造更新,凭借强力凝聚的改造意愿和老百姓的信任与期待,街道经过不懈努力和争取,半个月内完成城中村改造意愿征询,",mainstream_news ||| public_web ||| mainstream_news,https://www.sohu.com/a/881537084_121885030 ||| https://m.110ask.com/zhishi/4553253002018355922.html ||| https://new.qq.com/rain/a/20250111A05YZA00,,,3,silver_candidate,standard_review,0.000,low,low_risk,uncertain,,,,,,,annotator_B,independent_review,annotator_B
