record_type,event_id,record_id,evidence_ids,independent_source_count,independent_sources,missing_evidence_ids,confidence_route,required_action
chain,E019,CHAIN_E019_001,ev-01689;ev-01680;ev-00461;ev-01677;ev-00458;ev-01678,5,finance.sina.com.cn;m.xfb315.com;news.fromgeek.com;tousu.sina.cn;toutiao.com,,silver_candidate,standard_review
chain,E019,CHAIN_E019_002,ev-01680;ev-00460;ev-00461;ev-00458;ev-01678,5,163.com;finance.sina.com.cn;m.xfb315.com;tousu.sina.cn;toutiao.com,,silver_candidate,standard_review
chain,E019,CHAIN_E019_003,ev-00461;ev-01685;ev-00458;ev-01677;ev-01678,3,finance.sina.com.cn;m.xfb315.com;tousu.sina.cn,,silver_candidate,standard_review
chain,E020,CHAIN_E020_001,ev-01698;ev-01702;ev-01691;ev-00485,4,finance.sina.com.cn;sc.gov.cn;views.ce.cn;zhuanlan.zhihu.com,,silver_candidate,standard_review
chain,E020,CHAIN_E020_002,ev-01691;ev-01710;ev-01695;ev-01706,4,edu.sc.gov.cn;pidu.gov.cn;sc.gov.cn;thepaper.cn,,silver_candidate,standard_review
chain,E020,CHAIN_E020_003,ev-01702;ev-01703;ev-01698;ev-01701,3,finance.sina.com.cn;news.sina.com.cn;views.ce.cn,,silver_candidate,standard_review
chain,E021,CHAIN_E021_001,ev-00502;ev-00503;ev-00506;ev-01714;ev-01712;ev-01715,3,163.com;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E021,CHAIN_E021_002,ev-00502;ev-00503;ev-01730;ev-01722;ev-01714;ev-01712,3,163.com;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E021,CHAIN_E021_003,ev-00506;ev-00504;ev-00500;ev-01712;ev-01715,3,163.com;finance.sina.com.cn;toutiao.com,,silver_candidate,standard_review
chain,E022,CHAIN_E022_001,ev-01738;ev-00521;ev-00523,3,163.com;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E022,CHAIN_E022_002,ev-01738;ev-00517;ev-00541,2,sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E023,CHAIN_E023_001,ev-00563;ev-00570,1,toutiao.com,,low_confidence,human_review_required
chain,E023,CHAIN_E023_002,ev-00579;ev-00568,1,toutiao.com,,low_confidence,human_review_required
chain,E023,CHAIN_E023_003,ev-00564;ev-00565,2,163.com;chinanews.com.cn,,silver_candidate,standard_review
chain,E024,CHAIN_E024_001,ev-00582;ev-00586;ev-01762,3,chinanews.com.cn;sohu.com;thepaper.cn,,silver_candidate,standard_review
chain,E025,CHAIN_E025_001,ev-00609;ev-01785;ev-01788,3,finance.sina.com.cn;news.xinmin.cn;review.qianlong.com,,silver_candidate,standard_review
chain,E025,CHAIN_E025_002,ev-00610;ev-00602;ev-01788,3,finance.sina.com.cn;news.southcn.com;toutiao.com,,silver_candidate,standard_review
chain,E025,CHAIN_E025_003,ev-01777;ev-01772;ev-01785,3,huxiu.com;news.xinmin.cn;police.news.sohu.com,,silver_candidate,standard_review
chain,E026,CHAIN_E026_001,ev-01799;ev-00625;ev-00622;ev-00627,3,guancha.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E026,CHAIN_E026_002,ev-01805;ev-01797;ev-00622,3,163.com;mil.news.sina.com.cn;toutiao.com,,silver_candidate,standard_review
chain,E026,CHAIN_E026_003,ev-00625;ev-01798;ev-00624,3,bjnews.com.cn;moment.rednet.cn;sohu.com,,silver_candidate,standard_review
chain,E027,CHAIN_E027_001,ev-01814;ev-00643;ev-00642;ev-01812,4,163.com;finance.sina.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E027,CHAIN_E027_002,ev-01822;ev-00645;ev-01821;ev-01814,4,kankanews.com;sohu.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
chain,E028,CHAIN_E028_001,ev-01257;ev-01279;ev-00669;ev-00664;ev-00688,4,163.com;fjnews.fjsen.com;ljjjjc.gov.cn;news.fznews.com.cn,,silver_candidate,standard_review
chain,E028,CHAIN_E028_002,ev-00664;ev-00669;ev-00685;ev-00688,3,fjnews.fjsen.com;fz.bendibao.com;news.fznews.com.cn,,silver_candidate,standard_review
chain,E028,CHAIN_E028_003,ev-01257;ev-01279;ev-00667;ev-00688,3,163.com;ljjjjc.gov.cn;news.fznews.com.cn,,silver_candidate,standard_review
chain,E029,CHAIN_E029_001,ev-00691;ev-00696;ev-00697,2,gxmuyfy.cn;thepaper.cn,,silver_candidate,standard_review
chain,E029,CHAIN_E029_002,ev-00693;ev-00699;ev-01833,3,finance.sina.com.cn;m.163.com;m.shaoxing.com.cn,,silver_candidate,standard_review
chain,E029,CHAIN_E029_003,ev-00695;ev-01837;ev-00700,3,m.sohu.com;news.medlive.cn;thepaper.cn,,silver_candidate,standard_review
chain,E030,CHAIN_E030_001,ev-00714;ev-00711;ev-00716,3,news.qq.com;shenzhen.jcy.gov.cn;sohu.com,,silver_candidate,standard_review
chain,E030,CHAIN_E030_002,ev-00713;ev-00715;ev-00718,3,c.m.163.com;m.sohu.com;news.qq.com,,silver_candidate,standard_review
chain,E030,CHAIN_E030_003,ev-00711;ev-00716,2,news.qq.com;sohu.com,,silver_candidate,standard_review
chain,E031,CHAIN_E031_001,ev-01855;ev-00741;ev-00742;ev-00743,3,fcj.nanjing.gov.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E031,CHAIN_E031_002,ev-01860;ev-00750;ev-01854;ev-00748,4,163.com;finance.sina.com.cn;jsahvc.edu.cn;sohu.com,,silver_candidate,standard_review
chain,E031,CHAIN_E031_003,ev-01868;ev-00746;ev-01855;ev-00734,3,gov.cn;nanjing.news.fang.com;sohu.com,,silver_candidate,standard_review
chain,E032,CHAIN_E032_001,ev-00756;ev-01881;ev-01876;ev-00753,4,m.sohu.com;y.meizhou.cn;yjgl.gd.gov.cn;yjj.benxi.gov.cn,,silver_candidate,standard_review
chain,E032,CHAIN_E032_002,ev-00751;ev-01884;ev-01876;ev-01888,3,new.qq.com;sohu.com;yjgl.gd.gov.cn,,silver_candidate,standard_review
chain,E032,CHAIN_E032_003,ev-00757;ev-00758;ev-01881;ev-01874,3,sohu.com;toutiao.com;yjj.benxi.gov.cn,,silver_candidate,standard_review
chain,E033,CHAIN_E033_001,ev-00795;ev-00797;ev-00796;ev-00800,3,gx.jiceng.zhengzhou.gov.cn;jxtcms.net;mem.gov.cn,,silver_candidate,standard_review
chain,E033,CHAIN_E033_002,ev-00795;ev-00805;ev-00814;ev-00807,4,jx.ifeng.com;mem.gov.cn;sohu.com;xinyu.gov.cn,,silver_candidate,standard_review
chain,E033,CHAIN_E033_003,ev-00795;ev-00797;ev-00796;ev-00801,3,fire114.cn;gx.jiceng.zhengzhou.gov.cn;mem.gov.cn,,silver_candidate,standard_review
chain,E034,CHAIN_E034_001,ev-00815;ev-00819;ev-00821;ev-00822,4,bz.mala.cn;finance.sina.cn;gubapost.eastmoney.com;new.qq.com,,silver_candidate,standard_review
chain,E034,CHAIN_E034_002,ev-01901;ev-01902;ev-01903;ev-01909,2,c.m.163.com;finance.sina.com.cn,,silver_candidate,standard_review
chain,E034,CHAIN_E034_003,ev-00816;ev-01904;ev-00823;ev-01905,4,163.com;finance.eastmoney.com;m.163.com;nc.mala.cn,,silver_candidate,standard_review
chain,E035,CHAIN_E035_001,ev-00839;ev-01924;ev-01911,3,eeo.com.cn;news.qq.com;toutiao.com,,silver_candidate,standard_review
chain,E035,CHAIN_E035_002,ev-00835;ev-01930;ev-01921,3,bjnews.com.cn;infzm.com;news.qq.com,,silver_candidate,standard_review
chain,E035,CHAIN_E035_003,ev-01930;ev-00844;ev-01911,3,eeo.com.cn;m.gmw.cn;news.qq.com,,silver_candidate,standard_review
chain,E036,CHAIN_E036_001,ev-00862;ev-01938;ev-00856;ev-01950;ev-01931,5,bjnews.com.cn;m.gmw.cn;m.toutiao.com;sohu.com;sthjj.chuzhou.gov.cn,,silver_candidate,standard_review
chain,E036,CHAIN_E036_002,ev-01935;ev-01947;ev-00859;ev-01950,3,m.toutiao.com;slj.xinyang.gov.cn;toutiao.com,,silver_candidate,standard_review
chain,E036,CHAIN_E036_003,ev-00857;ev-00862;ev-00856;ev-01935,4,bjnews.com.cn;chuzhou.gov.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E037,CHAIN_E037_001,ev-00897;ev-00910;ev-00895;ev-01964;ev-00882;ev-00879,5,163.com;fire114.cn;news.bjd.com.cn;sohu.com;thepaper.cn,,silver_candidate,standard_review
chain,E037,CHAIN_E037_002,ev-00876;ev-01968;ev-01964;ev-00882;ev-00878,5,163.com;7cxk.com;baike.sogou.com;fire114.cn;sohu.com,,silver_candidate,standard_review
chain,E037,CHAIN_E037_003,ev-00896;ev-01961;ev-01964;ev-00882;ev-00879,4,fire114.cn;news.sohu.com;sohu.com;thepaper.cn,,silver_candidate,standard_review
chain,E038,CHAIN_E038_001,ev-00914;ev-01976;ev-00916;ev-00918;ev-00933;ev-00936,5,163.com;chinanews.com.cn;m.sohu.com;mem.gov.cn;yjgl.anqing.gov.cn,,silver_candidate,standard_review
chain,E038,CHAIN_E038_002,ev-00913;ev-00936;ev-00933;ev-01972,3,ehs.cn;m.sohu.com;mem.gov.cn,,silver_candidate,standard_review
chain,E038,CHAIN_E038_003,ev-01984;ev-01985;ev-00935;ev-01976,3,thepaper.cn;toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
chain,E039,CHAIN_E039_001,ev-00976;ev-00954;ev-01997;ev-00950,4,eco.gov.cn;news.sohu.com;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E039,CHAIN_E039_002,ev-00947;ev-00948;ev-00949;ev-01992,4,163.com;baike.sogou.com;m.aqrzj.com;news.china.com,,silver_candidate,standard_review
chain,E039,CHAIN_E039_003,ev-00966;ev-00983;ev-00951,3,cqlvshiwang.cn;news.cn;sohu.com,,silver_candidate,standard_review
chain,E040,CHAIN_E040_001,ev-01362;ev-01364;ev-01352;ev-01363;ev-00992;ev-01327,5,chinamine-safety.gov.cn;news.sina.com.cn;stdaily.com;toutiao.com;yjt.shanxi.gov.cn,,silver_candidate,standard_review
chain,E040,CHAIN_E040_002,ev-00989;ev-01007;ev-00986;ev-01327,4,fire114.cn;nyncw.cq.gov.cn;stdaily.com;toutiao.com,,silver_candidate,standard_review
chain,E041,CHAIN_E041_001,ev-02021;ev-02013;ev-01017;ev-01011;ev-02030,4,163.com;m.shenchuang.com;tech.ifeng.com;toutiao.com,,silver_candidate,standard_review
chain,E041,CHAIN_E041_002,ev-02026;ev-02024;ev-01014;ev-01016,3,163.com;m.toutiao.com;wuhan.gov.cn,,silver_candidate,standard_review
chain,E041,CHAIN_E041_003,ev-02021;ev-01010;ev-02019;ev-01014;ev-02030,4,m.shenchuang.com;m.toutiao.com;toutiao.com;zhihu.com,,silver_candidate,standard_review
chain,E042,CHAIN_E042_001,ev-01030;ev-01041;ev-01034;ev-01067,4,finance.sina.com.cn;gz.gov.cn;scjgj.gz.gov.cn;sohu.com,,silver_candidate,standard_review
chain,E042,CHAIN_E042_002,ev-01051;ev-01034;ev-01030;ev-01043,4,finance.sina.com.cn;gz.gov.cn;mp.weixin.qq.com;sohu.com,,silver_candidate,standard_review
chain,E042,CHAIN_E042_003,ev-01060;ev-01034;ev-01042;ev-01044,4,finance.sina.com.cn;gz.gov.cn;scjgj.gz.gov.cn;toutiao.com,,silver_candidate,standard_review
chain,E043,CHAIN_E043_001,ev-01093;ev-01088;ev-01091;ev-01069;ev-01090,5,cgj.ezhou.gov.cn;cgw.wuhan.gov.cn;jtj.wuhan.gov.cn;news.qq.com;sohu.com,,silver_candidate,standard_review
chain,E043,CHAIN_E043_002,ev-01071;ev-01101;ev-01091,3,news.china.com;news.iwuye.com;news.qq.com,,silver_candidate,standard_review
chain,E043,CHAIN_E043_003,ev-01104;ev-01106;ev-01090;ev-01096,4,cgj.ezhou.gov.cn;m.163.com;view.inews.qq.com;wuhan.gov.cn,,silver_candidate,standard_review
chain,E044,CHAIN_E044_001,ev-01117;ev-01118;ev-02036;ev-01119,3,hlj.gov.cn;mdj.gov.cn;thepaper.cn,,silver_candidate,standard_review
chain,E044,CHAIN_E044_002,ev-01124;ev-02036;ev-01117,3,hlj.gov.cn;m.toutiao.com;mdj.gov.cn,,silver_candidate,standard_review
chain,E044,CHAIN_E044_003,ev-02040;ev-01118,2,cgj.yantai.gov.cn;thepaper.cn,,silver_candidate,standard_review
chain,E045,CHAIN_E045_001,ev-02051;ev-02053,2,cgw.wuhan.gov.cn;jtj.wuhan.gov.cn,,silver_candidate,standard_review
chain,E045,CHAIN_E045_002,ev-01140;ev-01137;ev-02051,3,cgw.wuhan.gov.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E045,CHAIN_E045_003,ev-02064;ev-02051,2,cgw.wuhan.gov.cn;travel.sohu.com,,silver_candidate,standard_review
chain,E046,CHAIN_E046_001,ev-01159;ev-02084,2,finance.eastmoney.com;xueqiu.com,,silver_candidate,standard_review
chain,E046,CHAIN_E046_002,ev-01159;ev-02086,2,cloud.tencent.com;finance.eastmoney.com,,silver_candidate,standard_review
chain,E046,CHAIN_E046_003,ev-01159;ev-02088,2,finance.eastmoney.com;sohu.com,,silver_candidate,standard_review
chain,E047,CHAIN_E047_001,ev-02101;ev-01177;ev-01183;ev-01182,4,gov.cn;henan.gov.cn;m.gmw.cn;toutiao.com,,silver_candidate,standard_review
chain,E047,CHAIN_E047_002,ev-01177;ev-02091;ev-01183;ev-01182,4,henan.gov.cn;m.gmw.cn;news.china.com.cn;toutiao.com,,silver_candidate,standard_review
chain,E047,CHAIN_E047_003,ev-02101;ev-01183;ev-02091;ev-02105,4,gov.cn;henan.gov.cn;news.china.com.cn;sohu.com,,silver_candidate,standard_review
chain,E048,CHAIN_E048_001,ev-02122;ev-01198;ev-02112;ev-02126,4,jsca.miit.gov.cn;new.qq.com;news.qq.com;yangtse.com,,silver_candidate,standard_review
chain,E048,CHAIN_E048_002,ev-02117;ev-01198;ev-02121;ev-02112,4,k.sina.com.cn;new.qq.com;qizibao.com;yangtse.com,,silver_candidate,standard_review
chain,E048,CHAIN_E048_003,ev-01198;ev-01200;ev-02112;ev-02126,4,new.qq.com;news.qq.com;partners.sina.cn;yangtse.com,,silver_candidate,standard_review
chain,E049,CHAIN_E049_001,ev-01217;ev-01382;ev-01386;ev-01220;ev-01400;ev-01390,6,163.com;dyzx.gov.cn;guancha.gmw.cn;news.youth.cn;tech.ifeng.com;workercn.cn,,silver_candidate,standard_review
chain,E050,CHAIN_E050_001,ev-02137;ev-02136;ev-01240;ev-01239,4,cppcns.com;hebtv.com;m.jixuanw.com;thepaper.cn,,silver_candidate,standard_review
chain,E050,CHAIN_E050_002,ev-02131;ev-01242;ev-02150;ev-02149,4,ashea.com.cn;news.china.com;ping-jia.net;sohu.com,,silver_candidate,standard_review
chain,E050,CHAIN_E050_003,ev-01241;ev-01244;ev-02140,3,crntt.com;opinion.gxnews.com.cn;zhuanlan.zhihu.com,,silver_candidate,standard_review
chain,E004,CHAIN_E004_001,ev-01460;ev-00081;ev-00080;ev-01466;ev-01467,3,ghzyj.gz.gov.cn;hp.gov.cn;sohu.com,,silver_candidate,standard_review
chain,E004,CHAIN_E004_002,ev-01461;ev-00085;ev-01456,3,163.com;finance.stockstar.com;tdzx.fuzhou.gov.cn,,silver_candidate,standard_review
chain,E004,CHAIN_E004_003,ev-00082;ev-01455;ev-00086;ev-00087;ev-00076,3,163.com;business.china.com;gz.gov.cn,,silver_candidate,standard_review
chain,E010,CHAIN_E010_001,ev-01564;ev-00238,2,gov.cn;sohu.com,,silver_candidate,standard_review
chain,E005,CHAIN_E005_EXP_001,ev-00097;ev-00096,1,kankanews.com,,low_confidence,human_review_required
chain,E007,CHAIN_E007_EXP_001,ev-00146;ev-00147,1,coop.gz.gov.cn,,low_confidence,human_review_required
chain,E008,CHAIN_E008_EXP_001,ev-00157;ev-00158,2,pdszy.hncourt.gov.cn;zjj.sxxz.gov.cn,,silver_candidate,standard_review
chain,E009,CHAIN_E009_EXP_001,ev-00210;ev-00211,2,cgj.sz.gov.cn;sz.gov.cn,,silver_candidate,standard_review
chain,E010,CHAIN_E010_EXP_001,ev-00222;ev-00224;ev-00225,3,cqspb.gov.cn;kecheng.gov.cn;sohu.com,,silver_candidate,standard_review
chain,E014,CHAIN_E014_EXP_001,ev-00310;ev-00313,1,gov.cn,,low_confidence,human_review_required
chain,E024,CHAIN_E024_EXP_001,ev-00592;ev-00595,1,gov.cn,,low_confidence,human_review_required
chain,E049,CHAIN_E049_EXP_001,ev-01217;ev-01369;ev-01386;ev-01370,4,163.com;sichuan.scol.com.cn;tech.ifeng.com;toutiao.com,,silver_candidate,standard_review
